timestep,lane_id,queueing_time,queueing_length,queueing_length_experimental
60.00,:Center_3_0,2.00,5.51,5.51
60.00,E2C_0,1.00,5.51,5.51
60.00,E2C_1,10.00,5.50,8.71
60.00,E2C_2,0.00,0.00,19.19
60.00,W2C_1,6.00,9.00,9.00
60.00,W2C_3,10.00,13.00,20.39
120.00,:Center_7_0,8.00,3.10,3.10
120.00,:Center_11_0,3.00,17.80,17.80
120.00,E2C_0,2.00,3.20,3.20
120.00,E2C_1,8.00,4.00,7.26
120.00,E2C_2,9.00,6.40,6.40
120.00,N2C_1,5.00,8.75,8.75
120.00,N2C_2,8.00,13.28,13.28
120.00,N2C_3,0.00,0.00,7.83
120.00,W2C_0,5.00,3.20,3.20
120.00,W2C_1,10.00,20.00,20.00
120.00,W2C_2,10.00,13.00,13.00
180.00,:Center_7_0,0.00,0.00,11.01
180.00,:Center_11_0,0.00,0.00,12.55
180.00,E2C_0,4.00,13.00,13.00
180.00,E2C_3,9.00,2.77,2.77
180.00,N2C_1,65.00,52.32,52.32
180.00,N2C_2,68.00,45.31,48.62
180.00,N2C_3,0.00,0.00,16.20
180.00,S2C_2,0.00,0.00,17.32
180.00,W2C_1,7.00,22.16,29.51
180.00,W2C_2,5.00,13.02,20.36
180.00,W2C_3,4.00,5.50,5.50
240.00,:Center_7_0,6.00,6.30,6.30
240.00,:Center_15_0,7.00,15.30,12.10
240.00,E2C_3,0.00,0.00,3.30
240.00,N2C_1,15.00,43.87,59.45
240.00,N2C_2,16.00,41.55,56.34
240.00,N2C_3,11.00,5.50,5.50
240.00,S2C_1,12.00,11.91,11.91
240.00,S2C_2,13.00,18.90,18.90
240.00,S2C_3,4.00,5.50,5.50
240.00,W2C_1,4.00,59.93,59.93
240.00,W2C_2,6.00,57.75,57.75
300.00,E2C_3,1.00,2.70,2.70
300.00,N2C_0,13.00,7.70,7.70
300.00,N2C_1,12.00,61.57,69.07
300.00,N2C_2,13.00,27.69,58.25
300.00,N2C_3,15.00,7.35,7.35
300.00,S2C_0,5.00,10.20,10.20
300.00,S2C_1,6.00,10.20,10.20
300.00,S2C_2,14.00,5.33,5.33
300.00,W2C_1,1.00,52.57,68.16
300.00,W2C_2,3.00,64.68,64.68
360.00,:Center_7_0,5.00,5.54,5.54
360.00,N2C_0,14.00,20.24,20.24
360.00,N2C_1,11.00,38.82,53.61
360.00,N2C_2,13.00,48.23,48.23
360.00,N2C_3,14.00,5.50,5.50
360.00,S2C_0,6.00,3.20,3.20
360.00,S2C_1,9.00,7.22,14.30
360.00,S2C_2,13.00,8.70,8.70
360.00,W2C_1,0.00,0.00,77.51
360.00,W2C_2,7.00,66.69,82.17
420.00,:Center_7_0,3.00,11.62,11.62
420.00,:Center_15_0,6.00,16.32,9.31
420.00,N2C_0,14.00,30.62,30.62
420.00,N2C_1,13.00,26.70,30.46
420.00,N2C_2,15.00,35.21,35.21
420.00,N2C_3,9.00,3.20,3.20
420.00,S2C_0,11.00,6.41,6.41
420.00,S2C_1,9.00,7.21,15.41
420.00,S2C_2,11.00,13.00,13.00
420.00,S2C_3,0.00,0.00,5.64
420.00,W2C_2,0.00,0.00,45.30
420.00,W2C_3,1.00,6.26,13.81
480.00,:Center_7_0,0.00,0.00,9.99
480.00,:Center_15_0,0.00,0.00,2.33
480.00,E2C_1,6.00,5.52,9.12
480.00,E2C_2,7.00,7.84,7.84
480.00,N2C_0,1.00,13.00,13.00
480.00,N2C_1,9.00,10.91,45.88
480.00,N2C_2,8.00,31.97,39.27
480.00,N2C_3,0.00,0.00,3.27
480.00,S2C_0,1.00,5.52,5.52
480.00,S2C_1,23.00,34.21,34.21
480.00,S2C_2,26.00,33.81,33.81
480.00,S2C_3,9.00,3.20,3.20
480.00,W2C_1,10.00,60.08,60.08
480.00,W2C_2,12.00,51.71,51.71
540.00,:Center_7_0,29.00,14.81,11.60
540.00,:Center_15_0,0.00,0.00,8.63
540.00,E2C_3,1.00,8.49,15.76
540.00,N2C_1,20.00,44.08,44.08
540.00,N2C_2,20.00,47.03,47.03
540.00,N2C_3,0.00,0.00,20.18
540.00,S2C_1,7.00,27.43,27.43
540.00,S2C_2,6.00,15.17,52.19
540.00,W2C_1,35.00,59.51,59.51
540.00,W2C_2,34.00,55.01,55.01
600.00,:Center_3_0,6.00,7.80,7.80
600.00,E2C_0,6.00,11.00,11.00
600.00,E2C_1,15.00,12.52,16.56
600.00,E2C_2,16.00,9.00,12.21
600.00,E2C_3,6.00,35.10,35.10
600.00,N2C_1,72.00,79.39,82.59
600.00,N2C_2,69.00,78.94,78.94
600.00,N2C_3,0.00,0.00,12.76
600.00,W2C_0,10.00,10.20,10.20
600.00,W2C_1,12.00,27.95,39.43
600.00,W2C_2,15.00,39.36,72.50
600.00,W2C_3,7.00,5.50,12.93
660.00,:Center_3_0,0.00,0.00,2.42
660.00,:Center_11_0,0.00,0.00,3.15
660.00,E2C_1,5.00,5.50,9.10
660.00,E2C_2,10.00,13.00,13.00
660.00,E2C_3,13.00,27.93,27.93
660.00,N2C_1,12.00,73.17,76.46
660.00,N2C_2,7.00,79.04,79.04
660.00,S2C_1,0.00,0.00,14.64
660.00,S2C_2,0.00,0.00,17.26
660.00,W2C_1,14.00,34.75,58.61
660.00,W2C_2,12.00,35.32,49.57
660.00,W2C_3,6.00,17.24,24.49
720.00,:Center_3_0,0.00,0.00,7.55
720.00,:Center_11_0,20.00,15.30,12.10
720.00,E2C_0,6.00,4.00,4.00
720.00,E2C_1,9.00,6.42,6.42
720.00,E2C_2,10.00,3.20,3.20
720.00,E2C_3,10.00,18.64,23.39
720.00,N2C_1,28.00,82.74,82.74
720.00,N2C_2,26.00,81.62,81.62
720.00,N2C_3,4.00,11.60,15.04
720.00,W2C_1,24.00,113.31,113.31
720.00,W2C_2,24.00,108.88,108.88
720.00,W2C_3,16.00,11.65,11.65
780.00,:Center_3_0,2.00,12.10,12.10
780.00,:Center_11_0,1.00,2.30,2.30
780.00,E2C_1,8.00,5.50,5.50
780.00,E2C_2,8.00,5.50,5.50
780.00,E2C_3,12.00,23.20,23.20
780.00,N2C_1,10.00,74.56,74.56
780.00,N2C_2,10.00,70.89,78.28
780.00,S2C_3,0.00,0.00,3.29
780.00,W2C_0,2.00,3.20,3.20
780.00,W2C_1,8.00,101.23,116.81
780.00,W2C_2,12.00,116.50,119.80
780.00,W2C_3,8.00,17.43,17.43
840.00,E2C_2,5.00,4.00,4.00
840.00,E2C_3,2.00,10.29,21.18
840.00,N2C_0,6.00,15.70,15.70
840.00,N2C_1,16.00,66.62,81.12
840.00,N2C_2,15.00,52.52,82.05
840.00,N2C_3,18.00,15.25,15.25
840.00,S2C_1,14.00,28.91,28.91
840.00,S2C_2,15.00,29.11,29.11
840.00,W2C_1,32.00,141.12,141.12
840.00,W2C_2,4.00,13.00,130.81
840.00,W2C_3,4.00,92.85,92.85
900.00,:Center_7_0,3.00,7.81,11.41
900.00,:Center_15_0,7.00,14.10,14.10
900.00,E2C_0,0.00,0.00,4.12
900.00,E2C_1,12.00,17.21,24.47
900.00,E2C_2,12.00,19.70,19.70
900.00,E2C_3,0.00,0.00,3.36
900.00,N2C_1,15.00,59.75,71.73
900.00,N2C_2,17.00,61.02,71.44
900.00,N2C_3,9.00,10.20,10.20
900.00,S2C_0,5.00,9.73,21.41
900.00,S2C_1,27.00,50.53,50.53
900.00,S2C_2,26.00,45.72,45.72
900.00,S2C_3,15.00,13.00,13.00
900.00,W2C_1,9.00,133.59,136.96
900.00,W2C_2,2.00,3.26,144.88
900.00,W2C_3,34.00,63.10,63.10
960.00,:Center_3_0,2.00,12.07,12.07
960.00,E2C_1,5.00,49.11,49.11
960.00,E2C_2,6.00,33.35,47.67
960.00,N2C_0,1.00,3.23,3.23
960.00,N2C_1,34.00,95.88,95.88
960.00,N2C_2,16.00,102.92,102.92
960.00,N2C_3,4.00,10.11,77.61
960.00,S2C_1,9.00,21.92,21.92
960.00,S2C_2,9.00,17.51,17.51
960.00,S2C_3,0.00,0.00,9.15
960.00,W2C_1,20.00,112.47,143.82
960.00,W2C_2,14.00,83.19,141.14
960.00,W2C_3,15.00,37.71,42.27
1020.00,:Center_11_0,0.00,0.00,8.09
1020.00,E2C_1,15.00,56.31,56.31
1020.00,E2C_2,14.00,55.45,62.50
1020.00,E2C_3,7.00,6.40,6.40
1020.00,N2C_0,0.00,0.00,5.52
1020.00,N2C_1,13.00,74.11,74.11
1020.00,N2C_2,21.00,78.21,78.21
1020.00,N2C_3,4.00,39.01,51.01
1020.00,S2C_1,2.00,9.00,12.32
1020.00,S2C_2,1.00,5.55,5.55
1020.00,W2C_1,13.00,46.54,139.46
1020.00,W2C_2,17.00,139.37,139.37
1020.00,W2C_3,14.00,31.32,31.32
1080.00,:Center_7_0,21.00,9.30,9.30
1080.00,E2C_1,14.00,34.11,34.11
1080.00,E2C_2,15.00,31.72,47.30
1080.00,E2C_3,0.00,0.00,6.46
1080.00,N2C_0,0.00,0.00,5.62
1080.00,N2C_1,15.00,85.63,85.63
1080.00,N2C_2,14.00,89.96,89.96
1080.00,N2C_3,0.00,0.00,24.93
1080.00,S2C_1,14.00,38.22,38.22
1080.00,S2C_2,13.00,30.46,37.54
1080.00,S2C_3,1.00,8.79,36.24
1080.00,W2C_1,30.00,112.79,123.27
1080.00,W2C_2,29.00,116.29,116.29
1080.00,W2C_3,3.00,7.71,12.26
1140.00,:Center_3_0,7.00,24.80,9.30
1140.00,:Center_11_0,3.00,9.31,9.31
1140.00,E2C_0,4.00,9.00,16.05
1140.00,E2C_1,16.00,36.11,43.12
1140.00,E2C_2,16.00,44.21,44.21
1140.00,E2C_3,18.00,7.22,7.22
1140.00,N2C_1,10.00,101.14,127.38
1140.00,N2C_2,5.00,116.04,124.11
1140.00,N2C_3,0.00,0.00,24.92
1140.00,S2C_1,6.00,59.01,59.01
1140.00,S2C_2,10.00,57.54,61.16
1140.00,S2C_3,3.00,18.45,25.46
1140.00,W2C_0,12.00,17.41,17.41
1140.00,W2C_1,17.00,119.62,142.01
1140.00,W2C_2,20.00,135.10,142.43
1140.00,W2C_3,20.00,9.60,9.60
1200.00,:Center_11_0,1.00,2.38,5.88
1200.00,:Center_15_0,1.00,12.11,12.11
1200.00,E2C_0,5.00,3.20,3.20
1200.00,E2C_1,9.00,42.01,54.20
1200.00,E2C_2,8.00,22.73,58.31
1200.00,N2C_1,14.00,81.31,143.38
1200.00,N2C_2,13.00,105.15,133.89
1200.00,S2C_1,7.00,50.14,69.23
1200.00,S2C_2,16.00,68.14,71.56
1200.00,S2C_3,0.00,0.00,10.04
1200.00,W2C_0,6.00,3.21,3.21
1200.00,W2C_1,30.00,156.35,156.35
1200.00,W2C_2,40.00,153.38,153.38
1200.00,W2C_3,0.00,0.00,9.09
1260.00,E2C_0,4.00,5.50,5.50
1260.00,E2C_1,1.00,3.26,11.92
1260.00,E2C_2,3.00,5.50,90.46
1260.00,N2C_1,16.00,51.43,115.62
1260.00,N2C_2,19.00,89.84,115.47
1260.00,N2C_3,0.00,0.00,13.08
1260.00,S2C_1,17.00,95.62,99.13
1260.00,S2C_2,17.00,57.81,102.92
1260.00,W2C_0,2.00,11.03,11.03
1260.00,W2C_1,10.00,115.12,153.27
1260.00,W2C_2,10.00,107.55,154.40
1260.00,W2C_3,5.00,20.46,25.26
1320.00,:Center_7_0,8.00,2.30,2.30
1320.00,:Center_15_0,4.00,6.80,10.11
1320.00,E2C_1,9.00,75.66,75.66
1320.00,E2C_2,5.00,58.88,74.42
1320.00,N2C_0,17.00,15.11,15.11
1320.00,N2C_1,20.00,47.84,80.42
1320.00,N2C_2,18.00,84.32,98.92
1320.00,N2C_3,10.00,5.50,5.50
1320.00,S2C_0,3.00,3.20,6.45
1320.00,S2C_1,24.00,118.81,118.81
1320.00,S2C_2,20.00,129.12,129.12
1320.00,S2C_3,13.00,6.40,6.40
1320.00,W2C_1,15.00,94.27,169.34
1320.00,W2C_2,15.00,65.51,179.74
1320.00,W2C_3,4.00,7.23,11.89
1380.00,:Center_7_0,25.00,4.60,4.60
1380.00,:Center_11_0,21.00,13.30,13.30
1380.00,E2C_0,29.00,15.40,15.40
1380.00,E2C_1,26.00,95.47,95.47
1380.00,E2C_2,31.00,91.81,91.81
1380.00,E2C_3,21.00,8.71,8.71
1380.00,N2C_1,80.00,119.63,119.63
1380.00,N2C_2,58.00,117.72,117.72
1380.00,S2C_1,33.00,134.41,134.41
1380.00,S2C_2,0.00,0.00,108.53
1380.00,S2C_3,2.00,68.62,73.14
1380.00,W2C_1,29.00,200.24,200.24
1380.00,W2C_2,28.00,190.97,196.13
1380.00,W2C_3,19.00,4.00,4.00
1440.00,:Center_7_0,8.00,20.10,20.10
1440.00,:Center_15_0,2.00,12.40,12.40
1440.00,E2C_1,14.00,100.08,100.08
1440.00,E2C_2,12.00,96.12,96.12
1440.00,E2C_3,5.00,17.66,17.66
1440.00,N2C_0,14.00,10.41,10.41
1440.00,N2C_1,17.00,46.55,135.83
1440.00,N2C_2,18.00,68.83,136.40
1440.00,N2C_3,23.00,6.85,17.81
1440.00,S2C_1,16.00,52.89,72.72
1440.00,S2C_2,15.00,57.18,79.22
1440.00,S2C_3,14.00,26.92,31.59
1440.00,W2C_1,16.00,138.44,197.37
1440.00,W2C_2,15.00,199.97,199.97
1500.00,:Center_7_0,8.00,14.02,9.50
1500.00,:Center_11_0,20.00,14.80,7.80
1500.00,:Center_15_0,9.00,16.10,9.10
1500.00,E2C_1,7.00,71.92,71.92
1500.00,E2C_2,10.00,60.66,63.94
1500.00,E2C_3,1.00,3.90,8.10
1500.00,N2C_0,10.00,3.20,3.20
1500.00,N2C_1,19.00,152.33,152.33
1500.00,N2C_2,27.00,157.92,157.92
1500.00,N2C_3,15.00,8.44,8.44
1500.00,S2C_0,14.00,3.20,3.20
1500.00,S2C_1,45.00,101.32,101.32
1500.00,S2C_2,28.00,109.72,109.72
1500.00,S2C_3,16.00,21.40,21.40
1500.00,W2C_1,13.00,176.30,202.77
1500.00,W2C_2,13.00,177.58,195.20
1500.00,W2C_3,5.00,33.75,38.31
1560.00,:Center_3_0,8.00,15.70,8.70
1560.00,:Center_11_0,0.00,0.00,7.87
1560.00,E2C_0,20.00,7.49,7.49
1560.00,E2C_1,20.00,80.42,80.42
1560.00,E2C_2,21.00,31.06,56.86
1560.00,E2C_3,14.00,49.19,49.19
1560.00,N2C_1,39.00,161.64,161.64
1560.00,N2C_2,54.00,164.94,164.94
1560.00,N2C_3,1.00,3.36,34.11
1560.00,S2C_1,10.00,117.34,117.34
1560.00,S2C_2,13.00,116.82,116.82
1560.00,S2C_3,3.00,16.41,28.43
1560.00,W2C_0,2.00,3.21,3.21
1560.00,W2C_1,37.00,214.75,214.75
1560.00,W2C_2,39.00,214.87,214.87
1560.00,W2C_3,21.00,23.90,23.90
1620.00,:Center_3_0,1.00,4.60,8.11
1620.00,:Center_11_0,3.00,7.82,7.82
1620.00,E2C_1,17.00,57.68,80.95
1620.00,E2C_2,16.00,61.40,78.19
1620.00,E2C_3,18.00,41.21,45.72
1620.00,N2C_1,9.00,102.78,182.86
1620.00,N2C_2,11.00,79.13,175.23
1620.00,N2C_3,0.00,0.00,48.71
1620.00,S2C_1,12.00,98.07,98.07
1620.00,S2C_2,9.00,94.73,94.73
1620.00,S2C_3,0.00,0.00,40.88
1620.00,W2C_0,2.00,3.20,3.20
1620.00,W2C_1,15.00,113.84,244.25
1620.00,W2C_2,12.00,150.01,249.85
1620.00,W2C_3,14.00,35.66,35.66
1680.00,:Center_3_0,24.00,15.30,12.10
1680.00,:Center_7_0,2.00,3.10,3.10
1680.00,:Center_11_0,0.00,0.00,11.92
1680.00,E2C_0,0.00,0.00,3.71
1680.00,E2C_1,27.00,89.82,89.82
1680.00,E2C_2,27.00,92.92,92.92
1680.00,E2C_3,13.00,53.84,53.84
1680.00,N2C_1,16.00,96.60,167.01
1680.00,N2C_2,15.00,182.26,182.26
1680.00,N2C_3,0.00,0.00,33.37
1680.00,S2C_1,6.00,61.52,76.08
1680.00,S2C_2,13.00,75.31,75.31
1680.00,S2C_3,8.00,46.02,46.02
1680.00,W2C_0,0.00,0.00,5.50
1680.00,W2C_1,30.00,236.65,236.65
1680.00,W2C_2,28.00,229.94,234.54
1680.00,W2C_3,15.00,47.66,126.36
1740.00,:Center_3_0,0.00,0.00,3.73
1740.00,:Center_11_0,0.00,0.00,11.17
1740.00,E2C_0,3.00,3.20,3.20
1740.00,E2C_1,9.00,93.90,104.36
1740.00,E2C_2,9.00,100.53,100.53
1740.00,E2C_3,10.00,26.42,49.59
1740.00,N2C_1,30.00,180.43,180.43
1740.00,N2C_2,29.00,180.14,180.14
1740.00,N2C_3,0.00,0.00,32.71
1740.00,S2C_1,16.00,64.74,64.74
1740.00,S2C_2,11.00,63.12,63.12
1740.00,S2C_3,18.00,57.35,57.35
1740.00,W2C_0,9.00,3.20,3.20
1740.00,W2C_1,10.00,141.03,250.91
1740.00,W2C_2,10.00,213.93,251.04
1740.00,W2C_3,14.00,70.41,70.41
1800.00,:Center_7_0,0.00,0.00,6.58
1800.00,:Center_15_0,4.00,14.80,10.42
1800.00,E2C_1,4.00,108.86,108.86
1800.00,E2C_2,8.00,99.41,103.11
1800.00,E2C_3,0.00,0.00,45.33
1800.00,N2C_0,15.00,10.20,10.20
1800.00,N2C_1,16.00,207.88,207.88
1800.00,N2C_2,20.00,180.12,206.81
1800.00,N2C_3,15.00,17.90,21.18
1800.00,S2C_0,14.00,19.50,19.50
1800.00,S2C_1,20.00,40.41,40.41
1800.00,S2C_2,17.00,41.22,41.22
1800.00,S2C_3,16.00,46.31,46.31
1800.00,W2C_1,10.00,158.95,263.96
1800.00,W2C_2,9.00,94.30,258.73
1800.00,W2C_3,2.00,4.65,30.27
1860.00,:Center_7_0,0.00,0.00,4.80
1860.00,:Center_15_0,2.00,2.31,2.31
1860.00,E2C_1,13.00,82.71,104.95
1860.00,E2C_2,12.00,75.08,115.59
1860.00,E2C_3,0.00,0.00,25.06
1860.00,N2C_1,12.00,163.12,231.29
1860.00,N2C_2,12.00,126.13,226.23
1860.00,N2C_3,9.00,5.50,5.50
1860.00,S2C_0,13.00,10.40,10.40
1860.00,S2C_1,12.00,47.41,47.41
1860.00,S2C_2,16.00,37.27,49.22
1860.00,S2C_3,13.00,19.61,19.61
1860.00,W2C_1,11.00,156.72,238.51
1860.00,W2C_2,8.00,173.70,230.96
1860.00,W2C_3,1.00,9.45,43.24
1920.00,:Center_7_0,17.00,4.60,13.56
1920.00,E2C_1,14.00,129.08,129.08
1920.00,E2C_2,10.00,115.26,127.01
1920.00,E2C_3,0.00,0.00,16.49
1920.00,N2C_1,19.00,138.52,230.87
1920.00,N2C_2,19.00,204.79,225.82
1920.00,S2C_1,7.00,10.41,29.53
1920.00,S2C_2,5.00,7.23,10.86
1920.00,W2C_1,11.00,95.85,236.25
1920.00,W2C_2,20.00,158.77,249.79
1920.00,W2C_3,25.00,55.11,55.11
1980.00,:Center_7_0,26.00,12.10,12.10
1980.00,E2C_1,19.00,71.47,138.05
1980.00,E2C_2,19.00,128.56,146.82
1980.00,E2C_3,21.00,45.71,45.71
1980.00,N2C_1,22.00,240.48,243.88
1980.00,N2C_2,24.00,239.90,239.90
1980.00,N2C_3,6.00,7.05,7.05
1980.00,S2C_1,47.00,63.31,66.68
1980.00,S2C_2,46.00,75.53,75.53
1980.00,W2C_0,11.00,12.50,12.50
1980.00,W2C_1,31.00,222.04,226.80
1980.00,W2C_2,31.00,125.05,225.05
1980.00,W2C_3,19.00,41.11,41.11
2040.00,:Center_3_0,1.00,2.31,6.97
2040.00,E2C_1,12.00,35.27,115.87
2040.00,E2C_2,10.00,21.27,40.76
2040.00,E2C_3,20.00,64.72,64.72
2040.00,N2C_1,28.00,265.32,265.32
2040.00,N2C_2,2.00,130.31,249.22
2040.00,N2C_3,18.00,90.17,90.17
2040.00,S2C_1,9.00,81.15,84.78
2040.00,S2C_2,14.00,92.32,92.32
2040.00,W2C_0,11.00,7.21,7.21
2040.00,W2C_1,11.00,208.13,235.69
2040.00,W2C_2,13.00,116.07,234.69
2040.00,W2C_3,16.00,53.72,53.72
2100.00,:Center_3_0,6.00,11.02,11.02
2100.00,:Center_15_0,7.00,9.30,9.30
2100.00,E2C_0,1.00,5.53,5.53
2100.00,E2C_1,16.00,124.68,124.68
2100.00,E2C_2,11.00,107.96,111.25
2100.00,E2C_3,5.00,50.15,50.15
2100.00,N2C_1,11.00,224.44,243.60
2100.00,N2C_2,10.00,180.32,251.74
2100.00,N2C_3,11.00,79.73,100.15
2100.00,S2C_1,29.00,59.98,86.45
2100.00,S2C_2,11.00,87.15,87.15
2100.00,W2C_1,11.00,181.41,221.13
2100.00,W2C_2,11.00,32.76,225.90
2100.00,W2C_3,12.00,36.94,41.65
2160.00,:Center_3_0,0.00,0.00,11.16
2160.00,E2C_0,2.00,9.00,9.00
2160.00,E2C_1,10.00,139.35,139.35
2160.00,E2C_2,12.00,136.87,136.87
2160.00,E2C_3,2.00,37.37,37.37
2160.00,N2C_0,0.00,0.00,16.25
2160.00,N2C_1,13.00,215.47,273.36
2160.00,N2C_2,11.00,261.42,275.74
2160.00,N2C_3,28.00,112.99,112.99
2160.00,S2C_1,14.00,67.51,112.38
2160.00,S2C_2,12.00,78.48,110.70
2160.00,S2C_3,0.00,0.00,31.96
2160.00,W2C_1,7.00,167.80,217.32
2160.00,W2C_2,9.00,195.26,222.89
2160.00,W2C_3,4.00,38.47,45.61
2220.00,:Center_7_0,0.00,0.00,10.27
2220.00,:Center_15_0,0.00,0.00,12.46
2220.00,E2C_1,7.00,147.84,158.41
2220.00,E2C_2,8.00,143.18,150.40
2220.00,E2C_3,3.00,10.01,33.27
2220.00,N2C_1,15.00,176.97,282.60
2220.00,N2C_2,27.00,178.88,276.86
2220.00,N2C_3,10.00,66.17,127.82
2220.00,S2C_1,15.00,71.08,104.69
2220.00,S2C_2,14.00,72.25,147.56
2220.00,S2C_3,15.00,48.22,48.22
2220.00,W2C_0,5.00,5.50,5.50
2220.00,W2C_1,7.00,164.23,188.04
2220.00,W2C_2,6.00,108.75,195.17
2220.00,W2C_3,6.00,17.67,28.24
2280.00,:Center_15_0,2.00,4.60,7.90
2280.00,E2C_1,15.00,143.90,161.89
2280.00,E2C_2,12.00,115.12,165.81
2280.00,N2C_1,10.00,298.64,298.64
2280.00,N2C_2,20.00,247.52,289.80
2280.00,N2C_3,13.00,61.74,135.33
2280.00,S2C_1,11.00,145.18,145.18
2280.00,S2C_2,9.00,143.71,143.71
2280.00,S2C_3,11.00,54.09,57.69
2280.00,W2C_1,16.00,130.05,191.50
2280.00,W2C_2,12.00,118.14,195.44
2280.00,W2C_3,4.00,40.04,40.04
2340.00,E2C_1,16.00,155.07,162.99
2340.00,E2C_2,14.00,172.69,172.69
2340.00,E2C_3,18.00,25.23,25.23
2340.00,N2C_0,2.00,16.04,16.04
2340.00,N2C_1,6.00,263.83,291.19
2340.00,N2C_2,6.00,103.88,289.96
2340.00,N2C_3,13.00,156.91,172.57
2340.00,S2C_1,8.00,134.46,137.70
2340.00,S2C_2,4.00,118.03,137.18
2340.00,S2C_3,4.00,23.50,37.22
2340.00,W2C_1,16.00,183.12,186.43
2340.00,W2C_2,16.00,173.17,187.05
2340.00,W2C_3,17.00,28.11,28.11
2400.00,:Center_3_0,24.00,15.13,11.90
2400.00,:Center_11_0,3.00,12.10,12.10
2400.00,:Center_15_0,13.00,9.30,9.30
2400.00,E2C_0,6.00,5.50,5.50
2400.00,E2C_1,30.00,180.25,190.98
2400.00,E2C_2,30.00,173.74,202.02
2400.00,E2C_3,16.00,29.84,29.84
2400.00,N2C_1,9.00,230.46,270.27
2400.00,N2C_2,10.00,191.98,275.75
2400.00,N2C_3,10.00,111.44,154.55
2400.00,S2C_1,46.00,144.73,144.73
2400.00,S2C_2,47.00,133.24,133.24
2400.00,S2C_3,2.00,4.99,18.01
2400.00,W2C_0,11.00,5.50,5.50
2400.00,W2C_1,23.00,192.04,192.04
2400.00,W2C_2,25.00,185.14,185.14
2400.00,W2C_3,11.00,6.40,6.40
2460.00,:Center_7_0,1.00,4.60,4.60
2460.00,E2C_1,47.00,243.25,243.25
2460.00,E2C_2,34.00,241.84,245.75
2460.00,E2C_3,1.00,161.05,179.85
2460.00,N2C_0,1.00,5.52,5.52
2460.00,N2C_1,10.00,65.06,211.88
2460.00,N2C_2,11.00,148.59,255.97
2460.00,N2C_3,29.00,151.94,156.48
2460.00,S2C_1,12.00,155.27,175.05
2460.00,S2C_2,15.00,149.07,172.05
2460.00,S2C_3,12.00,23.62,23.62
2460.00,W2C_1,9.00,81.07,209.52
2460.00,W2C_2,18.00,205.25,205.25
2520.00,:Center_11_0,7.00,7.60,7.60
2520.00,:Center_15_0,0.00,0.00,2.36
2520.00,E2C_0,0.00,0.00,16.14
2520.00,E2C_1,13.00,163.02,235.35
2520.00,E2C_2,10.00,204.08,247.37
2520.00,E2C_3,22.00,29.04,29.04
2520.00,N2C_1,10.00,211.92,222.99
2520.00,N2C_2,10.00,216.58,220.04
2520.00,N2C_3,19.00,155.34,155.34
2520.00,S2C_1,11.00,120.74,199.34
2520.00,S2C_2,11.00,113.49,152.15
2520.00,S2C_3,3.00,17.65,17.65
2520.00,W2C_0,25.00,29.84,29.84
2520.00,W2C_1,35.00,169.82,187.64
2520.00,W2C_2,35.00,181.89,188.71
2580.00,:Center_3_0,0.00,0.00,4.88
2580.00,:Center_11_0,33.00,14.60,10.10
2580.00,:Center_15_0,1.00,2.46,2.46
2580.00,E2C_0,10.00,10.74,10.74
2580.00,E2C_1,10.00,110.60,249.31
2580.00,E2C_2,9.00,130.89,250.93
2580.00,E2C_3,13.00,24.07,42.36
2580.00,N2C_1,10.00,215.90,238.50
2580.00,N2C_2,11.00,224.00,234.58
2580.00,N2C_3,27.00,209.78,209.78
2580.00,S2C_1,39.00,196.46,196.46
2580.00,S2C_2,39.00,199.56,199.56
2580.00,S2C_3,0.00,0.00,31.61
2580.00,W2C_0,43.00,44.32,44.32
2580.00,W2C_1,25.00,216.82,216.82
2580.00,W2C_2,23.00,155.08,215.22
2580.00,W2C_3,19.00,3.64,11.63
2640.00,:Center_3_0,0.00,0.00,2.33
2640.00,:Center_11_0,93.00,14.60,10.10
2640.00,E2C_0,12.00,10.90,10.90
2640.00,E2C_1,15.00,220.10,231.25
2640.00,E2C_2,15.00,230.29,230.29
2640.00,E2C_3,13.00,23.61,23.61
2640.00,N2C_1,25.00,151.38,181.33
2640.00,N2C_2,23.00,128.68,194.02
2640.00,N2C_3,87.00,153.87,153.87
2640.00,S2C_0,23.00,40.22,47.30
2640.00,S2C_1,24.00,209.28,212.59
2640.00,S2C_2,32.00,206.31,209.69
2640.00,S2C_3,0.00,0.00,49.16
2640.00,W2C_0,103.00,88.03,88.03
2640.00,W2C_1,84.00,243.50,243.50
2640.00,W2C_2,83.00,248.65,248.65
2640.00,W2C_3,6.00,8.71,8.71
2700.00,:Center_3_0,0.00,0.00,12.07
2700.00,:Center_7_0,0.00,0.00,3.52
2700.00,E2C_1,21.00,126.76,228.28
2700.00,E2C_2,21.00,168.12,228.88
2700.00,E2C_3,11.00,19.63,19.63
2700.00,N2C_1,12.00,205.71,205.71
2700.00,N2C_2,12.00,204.21,204.21
2700.00,N2C_3,16.00,216.81,223.85
2700.00,S2C_0,4.00,59.01,65.70
2700.00,S2C_1,12.00,210.33,247.60
2700.00,S2C_2,14.00,185.47,243.72
2700.00,S2C_3,14.00,37.41,37.41
2700.00,W2C_0,6.00,15.83,88.81
2700.00,W2C_1,92.00,254.41,258.00
2700.00,W2C_2,13.00,145.51,256.26
2700.00,W2C_3,18.00,108.65,108.65
