timestep,lane_id,queueing_time,queueing_length,queueing_length_experimental
7140.00,N2C_1,8.00,439.56,362.68
7140.00,N2C_2,27.00,350.71,368.88
7140.00,N2C_3,31.00,391.53,356.84
7140.00,S2C_1,5.00,36.51,39.85
7140.00,S2C_2,5.00,8.71,53.42
7140.00,S2C_3,6.00,26.51,71.28
7140.00,W2C_0,97.00,480.27,366.61
7140.00,W2C_1,17.00,460.44,363.90
7140.00,W2C_2,31.00,264.35,361.39
7140.00,W2C_3,30.00,380.76,363.95
7200.00,:Center_3_0,3.00,11.61,11.61
7200.00,E2C_0,6.00,5.50,10.61
7200.00,E2C_3,18.00,157.43,186.68
7200.00,N2C_0,27.00,296.36,296.36
7200.00,N2C_1,20.00,455.06,363.97
7200.00,N2C_2,11.00,422.18,363.83
7200.00,N2C_3,34.00,298.68,332.77
7200.00,S2C_1,17.00,54.61,54.61
7200.00,S2C_2,22.00,49.80,58.92
7200.00,S2C_3,21.00,56.81,60.40
7200.00,W2C_0,86.00,478.05,365.78
7200.00,W2C_1,46.00,457.93,362.79
7200.00,W2C_2,30.00,449.03,363.05
7200.00,W2C_3,64.00,391.56,362.76
7260.00,:Center_15_0,4.00,16.10,10.55
7260.00,E2C_1,1.00,3.37,19.66
7260.00,E2C_2,2.00,13.00,16.77
7260.00,E2C_3,13.00,107.33,183.72
7260.00,N2C_0,57.00,336.94,336.94
7260.00,N2C_1,26.00,468.69,362.78
7260.00,N2C_2,18.00,125.88,362.00
7260.00,N2C_3,22.00,345.05,368.66
7260.00,S2C_0,0.00,0.00,7.38
7260.00,S2C_1,16.00,48.14,51.65
7260.00,S2C_2,17.00,35.33,49.43
7260.00,S2C_3,8.00,28.87,51.71
7260.00,W2C_0,9.00,471.33,329.74
7260.00,W2C_1,16.00,395.19,361.77
7260.00,W2C_2,8.00,341.55,361.78
7260.00,W2C_3,23.00,320.20,320.20
7320.00,:Center_7_0,15.00,8.10,8.10
7320.00,:Center_11_0,12.00,12.50,8.79
7320.00,E2C_0,8.00,25.21,25.21
7320.00,E2C_1,21.00,49.83,49.83
7320.00,E2C_2,18.00,47.53,47.53
7320.00,E2C_3,15.00,181.95,181.95
7320.00,N2C_0,57.00,375.31,361.31
7320.00,N2C_1,48.00,461.17,366.76
7320.00,N2C_2,18.00,337.33,360.93
7320.00,N2C_3,19.00,409.72,362.66
7320.00,S2C_1,4.00,16.50,39.08
7320.00,S2C_2,2.00,3.20,10.22
7320.00,S2C_3,4.00,7.71,52.97
7320.00,W2C_0,33.00,357.91,365.02
7320.00,W2C_1,31.00,419.29,360.36
7320.00,W2C_2,32.00,294.70,365.23
7320.00,W2C_3,45.00,348.97,348.97
7380.00,:Center_3_0,3.00,11.60,11.60
7380.00,:Center_11_0,6.00,18.60,18.60
7380.00,E2C_0,16.00,13.40,13.40
7380.00,E2C_1,17.00,38.41,38.41
7380.00,E2C_2,16.00,44.41,44.41
7380.00,E2C_3,17.00,168.50,175.61
7380.00,N2C_0,27.00,442.45,84.72
7380.00,N2C_1,91.00,442.24,364.59
7380.00,N2C_2,16.00,270.33,363.02
7380.00,N2C_3,13.00,405.96,359.75
7380.00,S2C_2,1.00,9.01,50.64
7380.00,S2C_3,1.00,3.27,42.64
7380.00,W2C_0,75.00,407.76,364.14
7380.00,W2C_1,27.00,396.58,374.04
7380.00,W2C_2,16.00,384.90,360.99
7380.00,W2C_3,36.00,384.50,362.27
7440.00,:Center_3_0,6.00,12.52,12.52
7440.00,:Center_11_0,5.00,4.60,7.88
7440.00,E2C_0,5.00,4.00,4.00
7440.00,E2C_1,13.00,32.91,36.61
7440.00,E2C_2,15.00,34.62,34.62
7440.00,E2C_3,12.00,142.25,156.93
7440.00,N2C_0,51.00,476.66,313.38
7440.00,N2C_1,11.00,323.94,369.12
7440.00,N2C_2,14.00,369.08,365.79
7440.00,N2C_3,50.00,431.34,304.17
7440.00,S2C_2,0.00,0.00,8.62
7440.00,S2C_3,13.00,73.71,84.74
7440.00,W2C_0,53.00,479.00,333.65
7440.00,W2C_1,31.00,474.06,367.00
7440.00,W2C_2,13.00,279.57,362.06
7440.00,W2C_3,18.00,338.10,363.29
7500.00,:Center_7_0,0.00,0.00,3.17
7500.00,:Center_15_0,12.00,15.30,0.00
7500.00,E2C_1,3.00,37.61,37.61
7500.00,E2C_2,3.00,30.01,41.82
7500.00,E2C_3,23.00,135.71,155.24
7500.00,N2C_0,53.00,296.85,296.85
7500.00,N2C_1,18.00,341.17,366.85
7500.00,N2C_2,17.00,408.94,361.58
7500.00,N2C_3,82.00,421.36,364.90
7500.00,S2C_0,0.00,0.00,3.37
7500.00,S2C_1,27.00,42.21,42.21
7500.00,S2C_2,28.00,36.21,39.88
7500.00,S2C_3,6.00,26.73,103.27
7500.00,W2C_0,26.00,434.32,361.17
7500.00,W2C_1,21.00,467.94,365.17
7500.00,W2C_2,25.00,447.13,362.11
7500.00,W2C_3,15.00,288.92,292.21
7560.00,:Center_7_0,0.00,0.00,10.09
7560.00,:Center_15_0,56.00,17.83,10.41
7560.00,E2C_1,0.00,0.00,54.51
7560.00,E2C_2,3.00,57.07,57.07
7560.00,E2C_3,12.00,104.86,145.03
7560.00,N2C_0,44.00,385.10,366.34
7560.00,N2C_1,11.00,432.41,362.10
7560.00,N2C_2,23.00,447.12,361.23
7560.00,N2C_3,49.00,340.37,351.02
7560.00,S2C_0,3.00,3.21,3.21
7560.00,S2C_1,9.00,33.46,72.92
7560.00,S2C_2,11.00,41.51,65.06
7560.00,S2C_3,13.00,52.84,92.69
7560.00,W2C_0,37.00,473.22,364.24
7560.00,W2C_1,34.00,452.80,364.76
7560.00,W2C_2,62.00,419.25,365.07
7560.00,W2C_3,44.00,302.70,302.70
7620.00,:Center_3_0,0.00,0.00,14.42
7620.00,:Center_11_0,2.00,14.24,10.62
7620.00,E2C_1,19.00,61.52,61.52
7620.00,E2C_2,19.00,45.54,52.56
7620.00,E2C_3,21.00,68.22,137.29
7620.00,N2C_0,10.00,405.58,0.00
7620.00,N2C_1,8.00,474.73,374.35
7620.00,N2C_2,21.00,379.47,363.06
7620.00,N2C_3,103.00,432.59,365.27
7620.00,S2C_1,1.00,7.82,66.77
7620.00,S2C_2,0.00,0.00,68.93
7620.00,S2C_3,5.00,19.16,101.40
7620.00,W2C_0,16.00,438.44,292.51
7620.00,W2C_1,23.00,359.60,366.71
7620.00,W2C_2,35.00,418.91,366.28
7620.00,W2C_3,23.00,219.14,242.04
7680.00,:Center_3_0,0.00,0.00,3.47
7680.00,:Center_11_0,1.00,2.46,9.74
7680.00,E2C_0,7.00,5.50,5.50
7680.00,E2C_1,25.00,84.88,84.88
7680.00,E2C_2,22.00,81.10,81.10
7680.00,E2C_3,14.00,134.72,134.72
7680.00,N2C_0,55.00,227.33,227.33
7680.00,N2C_1,12.00,420.72,361.02
7680.00,N2C_2,41.00,461.45,363.12
7680.00,N2C_3,132.00,432.21,364.90
7680.00,S2C_1,15.00,70.01,70.01
7680.00,S2C_2,11.00,47.27,50.70
7680.00,S2C_3,3.00,71.66,78.66
7680.00,W2C_0,39.00,417.78,355.83
7680.00,W2C_1,14.00,420.98,364.72
7680.00,W2C_2,9.00,466.56,343.43
7680.00,W2C_3,16.00,241.97,241.97
7740.00,:Center_3_0,8.00,8.10,8.10
7740.00,:Center_11_0,43.00,14.80,11.60
7740.00,:Center_15_0,2.00,13.31,9.08
7740.00,E2C_1,10.00,107.31,107.31
7740.00,E2C_2,16.00,92.13,92.13
7740.00,E2C_3,12.00,80.30,155.13
7740.00,N2C_0,29.00,320.25,320.25
7740.00,N2C_1,29.00,413.79,361.90
7740.00,N2C_2,101.00,460.13,363.30
7740.00,N2C_3,192.00,446.32,364.90
7740.00,S2C_1,14.00,50.73,80.61
7740.00,S2C_2,15.00,61.66,75.99
7740.00,S2C_3,7.00,68.71,73.42
7740.00,W2C_0,50.00,469.22,340.27
7740.00,W2C_1,74.00,447.21,370.70
7740.00,W2C_2,49.00,448.19,361.24
7740.00,W2C_3,38.00,261.40,261.40
7800.00,:Center_11_0,28.00,11.00,11.00
7800.00,E2C_1,15.00,54.67,92.84
7800.00,E2C_2,14.00,45.52,75.75
7800.00,E2C_3,16.00,127.92,127.92
7800.00,N2C_0,42.00,377.90,364.43
7800.00,N2C_1,65.00,475.26,361.66
7800.00,N2C_2,161.00,468.06,361.15
7800.00,N2C_3,252.00,451.42,364.90
7800.00,S2C_0,3.00,2.94,2.94
7800.00,S2C_1,8.00,93.11,93.11
7800.00,S2C_2,7.00,92.67,96.16
7800.00,S2C_3,18.00,78.44,78.44
7800.00,W2C_0,31.00,273.66,273.66
7800.00,W2C_1,134.00,475.32,364.88
7800.00,W2C_2,109.00,462.96,363.69
7800.00,W2C_3,25.00,214.79,214.79
7860.00,:Center_3_0,0.00,0.00,9.62
7860.00,:Center_7_0,54.00,12.50,12.50
7860.00,:Center_11_0,88.00,11.00,11.00
7860.00,E2C_1,1.00,5.51,5.51
7860.00,E2C_3,48.00,120.37,120.37
7860.00,N2C_0,52.00,479.75,284.72
7860.00,N2C_1,48.00,473.35,362.65
7860.00,N2C_2,221.00,476.56,365.40
7860.00,N2C_3,312.00,432.45,361.70
7860.00,S2C_1,55.00,117.32,117.32
7860.00,S2C_2,51.00,131.12,131.12
7860.00,S2C_3,50.00,80.01,80.01
7860.00,W2C_0,91.00,396.68,364.67
7860.00,W2C_1,194.00,479.98,364.86
7860.00,W2C_2,169.00,473.80,364.17
7860.00,W2C_3,85.00,220.80,220.80
7920.00,:Center_3_0,8.00,21.00,21.00
7920.00,:Center_15_0,12.00,12.10,12.10
7920.00,E2C_0,9.00,5.50,5.50
7920.00,E2C_1,12.00,10.21,10.21
7920.00,E2C_2,14.00,12.51,16.24
7920.00,E2C_3,108.00,123.65,123.65
7920.00,N2C_0,90.00,479.67,284.15
7920.00,N2C_1,76.00,474.99,362.07
7920.00,N2C_2,281.00,474.66,361.47
7920.00,N2C_3,372.00,452.72,361.70
7920.00,S2C_1,65.00,158.63,158.63
7920.00,S2C_2,65.00,159.92,159.92
7920.00,S2C_3,3.00,19.19,74.96
7920.00,W2C_0,94.00,473.77,360.75
7920.00,W2C_1,157.00,418.47,364.86
7920.00,W2C_2,25.00,394.70,362.92
7920.00,W2C_3,22.00,425.92,338.92
7980.00,:Center_7_0,17.00,15.70,8.70
7980.00,E2C_1,28.00,56.71,56.71
7980.00,E2C_2,28.00,58.22,58.22
7980.00,E2C_3,61.00,141.57,141.57
7980.00,N2C_0,18.00,471.93,342.58
7980.00,N2C_1,32.00,471.30,366.61
7980.00,N2C_2,21.00,472.16,361.25
7980.00,N2C_3,31.00,439.74,323.16
7980.00,S2C_0,26.00,35.60,67.14
7980.00,S2C_1,21.00,85.87,130.09
7980.00,S2C_2,21.00,129.16,135.89
7980.00,S2C_3,14.00,73.14,76.45
7980.00,W2C_0,43.00,481.04,366.55
7980.00,W2C_1,23.00,467.03,360.14
7980.00,W2C_2,35.00,450.99,372.94
7980.00,W2C_3,28.00,410.14,293.68
8040.00,:Center_15_0,2.00,3.11,10.27
8040.00,E2C_1,16.00,56.82,56.82
8040.00,E2C_2,16.00,52.90,59.97
8040.00,E2C_3,9.00,121.61,121.61
8040.00,N2C_0,39.00,404.79,362.46
8040.00,N2C_1,34.00,467.30,369.06
8040.00,N2C_2,37.00,416.93,361.34
8040.00,N2C_3,71.00,419.62,362.40
8040.00,S2C_0,52.00,46.10,46.10
8040.00,S2C_1,28.00,140.38,140.38
8040.00,S2C_2,28.00,139.18,146.35
8040.00,S2C_3,3.00,43.14,47.99
8040.00,W2C_0,43.00,470.67,362.47
8040.00,W2C_1,36.00,442.64,361.61
8040.00,W2C_2,95.00,464.98,361.66
8040.00,W2C_3,68.00,313.76,313.76
8100.00,:Center_15_0,1.00,2.31,2.31
8100.00,E2C_0,1.00,4.01,4.01
8100.00,E2C_1,2.00,78.24,78.24
8100.00,E2C_2,1.00,58.52,81.30
8100.00,E2C_3,29.00,113.32,116.56
8100.00,N2C_0,71.00,481.07,362.39
8100.00,N2C_1,37.00,470.75,362.04
8100.00,N2C_2,45.00,468.03,362.80
8100.00,N2C_3,87.00,414.72,363.29
8100.00,S2C_0,7.00,53.09,56.87
8100.00,S2C_1,57.00,177.34,177.34
8100.00,S2C_2,35.00,170.62,170.62
8100.00,S2C_3,8.00,26.76,55.02
8100.00,W2C_0,66.00,477.65,110.55
8100.00,W2C_1,53.00,459.09,360.82
8100.00,W2C_2,13.00,445.80,363.10
8100.00,W2C_3,47.00,223.00,223.00
8160.00,:Center_7_0,1.00,17.39,17.39
8160.00,:Center_11_0,13.00,17.30,17.30
8160.00,:Center_15_0,22.00,11.06,11.06
8160.00,E2C_0,6.00,35.63,40.19
8160.00,E2C_1,18.00,70.82,70.82
8160.00,E2C_2,16.00,72.72,72.72
8160.00,E2C_3,17.00,99.17,99.17
8160.00,N2C_0,23.00,477.23,346.68
8160.00,N2C_1,11.00,460.87,364.98
8160.00,N2C_2,11.00,441.73,359.60
8160.00,N2C_3,36.00,430.81,344.89
8160.00,S2C_0,52.00,69.51,74.17
8160.00,S2C_1,24.00,145.18,171.57
8160.00,S2C_2,24.00,153.70,168.17
8160.00,S2C_3,9.00,26.77,51.40
8160.00,W2C_0,109.00,477.65,200.42
8160.00,W2C_1,17.00,446.14,362.33
8160.00,W2C_2,40.00,328.54,363.02
8160.00,W2C_3,39.00,255.39,255.39
8220.00,:Center_11_0,25.00,8.10,8.10
8220.00,E2C_1,4.00,12.32,12.32
8220.00,E2C_2,4.00,6.46,18.62
8220.00,E2C_3,4.00,8.51,94.65
8220.00,N2C_0,83.00,461.87,361.55
8220.00,N2C_1,39.00,481.34,365.35
8220.00,N2C_2,24.00,300.37,361.44
8220.00,N2C_3,33.00,243.07,246.37
8220.00,S2C_0,28.00,98.91,98.91
8220.00,S2C_1,27.00,202.53,202.53
8220.00,S2C_2,24.00,178.57,204.94
8220.00,S2C_3,28.00,41.91,41.91
8220.00,W2C_0,165.00,473.06,190.22
8220.00,W2C_1,64.00,452.65,367.37
8220.00,W2C_2,64.00,442.32,360.51
8220.00,W2C_3,36.00,246.11,246.11
8280.00,:Center_11_0,85.00,12.60,12.60
8280.00,E2C_1,0.00,0.00,4.44
8280.00,E2C_3,3.00,3.20,3.20
8280.00,N2C_0,60.00,439.72,210.94
8280.00,N2C_1,52.00,415.46,363.08
8280.00,N2C_2,46.00,427.08,358.27
8280.00,N2C_3,50.00,241.26,282.49
8280.00,S2C_0,46.00,99.82,99.82
8280.00,S2C_1,62.00,212.10,217.30
8280.00,S2C_2,62.00,212.19,212.19
8280.00,S2C_3,50.00,65.51,69.40
8280.00,W2C_0,225.00,476.84,165.18
8280.00,W2C_1,124.00,459.34,363.51
8280.00,W2C_2,124.00,459.39,366.42
8280.00,W2C_3,76.00,248.40,248.40
8340.00,:Center_3_0,19.00,14.50,11.30
8340.00,E2C_0,23.00,3.20,3.20
8340.00,E2C_1,27.00,22.70,22.70
8340.00,E2C_2,22.00,11.90,11.90
8340.00,E2C_3,7.00,4.00,4.00
8340.00,N2C_0,40.00,473.27,293.80
8340.00,N2C_1,36.00,439.33,364.41
8340.00,N2C_2,13.00,294.63,362.41
8340.00,N2C_3,110.00,294.17,297.84
8340.00,S2C_1,9.00,171.11,206.31
8340.00,S2C_2,1.00,110.95,223.53
8340.00,S2C_3,9.00,49.62,53.05
8340.00,W2C_0,106.00,165.18,165.18
8340.00,W2C_1,82.00,458.58,361.16
8340.00,W2C_2,29.00,459.74,361.87
8340.00,W2C_3,29.00,263.79,275.76
8400.00,E2C_0,0.00,0.00,20.01
8400.00,E2C_1,38.00,46.91,50.92
8400.00,E2C_2,37.00,46.81,46.81
8400.00,E2C_3,19.00,39.11,39.11
8400.00,N2C_0,23.00,413.36,361.16
8400.00,N2C_1,13.00,412.84,359.70
8400.00,N2C_2,18.00,320.69,362.51
8400.00,N2C_3,120.00,344.47,344.47
8400.00,S2C_1,3.00,5.50,193.30
8400.00,S2C_2,2.00,3.38,194.93
8400.00,S2C_3,23.00,30.85,30.85
8400.00,W2C_0,49.00,447.07,281.76
8400.00,W2C_1,35.00,424.95,363.22
8400.00,W2C_2,42.00,359.05,366.10
8400.00,W2C_3,45.00,304.40,308.38
8460.00,:Center_3_0,5.00,10.11,10.11
8460.00,:Center_11_0,1.00,3.20,3.20
8460.00,E2C_1,11.00,46.15,52.96
8460.00,E2C_2,12.00,32.97,52.00
8460.00,E2C_3,15.00,26.91,26.91
8460.00,N2C_0,19.00,474.40,365.59
8460.00,N2C_1,21.00,468.80,359.94
8460.00,N2C_2,41.00,201.27,343.20
8460.00,N2C_3,24.00,374.57,363.57
8460.00,S2C_1,11.00,137.31,137.31
8460.00,S2C_2,12.00,105.01,140.20
8460.00,S2C_3,0.00,0.00,11.30
8460.00,W2C_0,100.00,368.80,365.33
8460.00,W2C_1,22.00,389.87,363.00
8460.00,W2C_2,21.00,457.46,365.56
8460.00,W2C_3,86.00,324.78,324.78
8520.00,:Center_7_0,20.00,15.50,11.00
8520.00,:Center_15_0,18.00,4.60,4.60
8520.00,E2C_1,6.00,77.28,77.28
8520.00,E2C_2,8.00,76.13,76.13
8520.00,E2C_3,10.00,20.78,20.78
8520.00,N2C_0,27.00,467.35,187.55
8520.00,N2C_1,28.00,417.68,369.48
8520.00,N2C_2,30.00,443.98,363.96
8520.00,N2C_3,22.00,416.03,355.54
8520.00,S2C_0,28.00,25.91,25.91
8520.00,S2C_1,28.00,132.39,132.39
8520.00,S2C_2,29.00,112.56,128.17
8520.00,S2C_3,10.00,3.20,3.20
8520.00,W2C_0,160.00,476.25,361.43
8520.00,W2C_1,156.00,476.78,362.55
8520.00,W2C_2,4.00,447.54,364.34
8520.00,W2C_3,18.00,296.81,301.79
8580.00,:Center_7_0,13.00,3.10,11.40
8580.00,E2C_1,38.00,88.94,88.94
8580.00,E2C_2,38.00,82.53,89.54
8580.00,E2C_3,0.00,0.00,28.54
8580.00,N2C_0,87.00,205.65,205.65
8580.00,N2C_1,76.00,447.74,360.08
8580.00,N2C_2,56.00,444.41,362.16
8580.00,N2C_3,9.00,401.53,360.68
8580.00,S2C_1,8.00,34.76,145.83
8580.00,S2C_2,7.00,18.94,142.12
8580.00,S2C_3,4.00,11.00,11.00
8580.00,W2C_0,21.00,467.87,359.04
8580.00,W2C_1,220.00,416.10,366.94
8580.00,W2C_2,14.00,451.54,363.38
8580.00,W2C_3,64.00,206.32,206.32
8640.00,:Center_3_0,3.00,8.10,11.36
8640.00,:Center_11_0,3.00,12.10,12.10
8640.00,E2C_1,15.00,47.15,126.85
8640.00,E2C_2,15.00,50.38,111.49
8640.00,E2C_3,14.00,39.33,39.33
8640.00,N2C_0,24.00,231.98,231.98
8640.00,N2C_1,21.00,465.53,366.51
8640.00,N2C_2,29.00,449.71,370.83
8640.00,N2C_3,12.00,408.25,361.30
8640.00,S2C_1,12.00,79.47,79.47
8640.00,S2C_2,1.00,78.76,78.76
8640.00,S2C_3,0.00,0.00,6.07
8640.00,W2C_0,47.00,479.66,234.89
8640.00,W2C_1,16.00,412.14,362.88
8640.00,W2C_2,14.00,336.25,366.26
8640.00,W2C_3,62.00,221.24,221.24
8700.00,:Center_3_0,0.00,0.00,5.61
8700.00,:Center_7_0,4.00,12.10,12.10
8700.00,:Center_11_0,0.00,0.00,4.63
8700.00,E2C_0,11.00,10.20,10.20
8700.00,E2C_1,11.00,126.35,137.43
8700.00,E2C_2,11.00,126.04,126.04
8700.00,E2C_3,2.00,6.42,11.63
8700.00,N2C_0,48.00,319.97,319.97
8700.00,N2C_1,13.00,473.90,361.36
8700.00,N2C_2,33.00,417.91,360.27
8700.00,N2C_3,11.00,434.26,364.50
8700.00,S2C_1,13.00,51.32,51.32
8700.00,S2C_2,11.00,54.40,54.40
8700.00,S2C_3,0.00,0.00,19.92
8700.00,W2C_0,23.00,391.23,359.96
8700.00,W2C_1,10.00,408.88,359.74
8700.00,W2C_2,28.00,387.86,362.85
8700.00,W2C_3,44.00,188.05,201.33
8760.00,:Center_3_0,0.00,0.00,6.36
8760.00,:Center_7_0,15.00,14.80,11.60
8760.00,E2C_1,49.00,151.27,151.27
8760.00,E2C_2,49.00,153.76,153.76
8760.00,E2C_3,7.00,5.94,5.94
8760.00,N2C_0,49.00,448.46,365.10
8760.00,N2C_1,32.00,467.01,361.95
8760.00,N2C_2,34.00,475.72,362.57
8760.00,N2C_3,27.00,425.68,362.35
8760.00,S2C_0,10.00,4.00,7.31
8760.00,S2C_1,16.00,37.76,44.89
8760.00,S2C_2,21.00,50.48,50.48
8760.00,S2C_3,13.00,17.31,17.31
8760.00,W2C_0,36.00,471.48,363.51
8760.00,W2C_1,8.00,479.69,362.78
8760.00,W2C_2,9.00,366.44,362.75
8760.00,W2C_3,21.00,137.51,193.51
8820.00,E2C_1,23.00,129.80,186.17
8820.00,E2C_2,22.00,111.43,189.45
8820.00,E2C_3,0.00,0.00,26.05
8820.00,N2C_0,73.00,474.68,348.59
8820.00,N2C_1,68.00,471.08,359.98
8820.00,N2C_2,55.00,441.54,360.83
8820.00,N2C_3,35.00,441.81,364.36
8820.00,S2C_1,0.00,0.00,3.25
8820.00,S2C_3,2.00,5.51,5.51
8820.00,W2C_0,96.00,463.60,218.34
8820.00,W2C_1,20.00,472.85,366.07
8820.00,W2C_2,15.00,285.78,363.77
8820.00,W2C_3,39.00,167.09,167.09
8880.00,:Center_3_0,0.00,0.00,2.51
8880.00,:Center_11_0,2.00,20.47,20.47
8880.00,:Center_15_0,5.00,9.34,9.34
8880.00,E2C_0,6.00,3.20,3.20
8880.00,E2C_1,7.00,190.30,193.58
8880.00,E2C_2,9.00,159.06,189.81
8880.00,E2C_3,3.00,3.20,3.20
8880.00,N2C_0,26.00,477.91,363.52
8880.00,N2C_1,66.00,465.64,365.29
8880.00,N2C_2,18.00,463.74,363.04
8880.00,N2C_3,19.00,340.15,360.66
8880.00,S2C_1,5.00,7.81,7.81
8880.00,S2C_2,6.00,20.10,20.10
8880.00,W2C_0,33.00,274.97,274.97
8880.00,W2C_1,42.00,476.27,362.00
8880.00,W2C_2,12.00,455.49,361.46
8880.00,W2C_3,26.00,157.32,167.78
8940.00,E2C_1,30.00,192.04,192.04
8940.00,E2C_2,2.00,194.23,194.23
8940.00,N2C_0,57.00,477.48,364.91
8940.00,N2C_1,36.00,459.72,359.28
8940.00,N2C_2,33.00,316.34,359.71
8940.00,N2C_3,22.00,358.20,361.48
8940.00,S2C_0,1.00,13.45,21.04
8940.00,S2C_1,4.00,23.20,23.20
8940.00,S2C_2,12.00,20.20,20.20
8940.00,S2C_3,13.00,10.40,17.43
8940.00,W2C_0,86.00,374.20,361.90
8940.00,W2C_1,42.00,481.24,366.03
8940.00,W2C_2,24.00,323.53,363.21
8940.00,W2C_3,18.00,211.57,218.66
9000.00,:Center_15_0,0.00,0.00,14.33
9000.00,E2C_1,12.00,72.43,187.22
9000.00,E2C_2,14.00,183.52,183.52
9000.00,E2C_3,12.00,21.15,21.15
9000.00,N2C_0,37.00,450.40,286.26
9000.00,N2C_1,59.00,475.07,361.12
9000.00,N2C_2,19.00,260.94,365.89
9000.00,N2C_3,20.00,367.69,364.27
9000.00,S2C_1,5.00,13.44,13.44
9000.00,S2C_2,6.00,8.72,8.72
9000.00,S2C_3,3.00,13.00,13.00
9000.00,W2C_0,85.00,456.02,361.84
9000.00,W2C_1,26.00,458.95,362.77
9000.00,W2C_2,43.00,390.17,373.59
9000.00,W2C_3,21.00,238.84,238.84
9060.00,:Center_3_0,2.00,9.47,9.47
9060.00,:Center_15_0,6.00,7.60,7.60
9060.00,E2C_0,6.00,3.20,3.20
9060.00,E2C_1,9.00,130.20,130.20
9060.00,E2C_2,8.00,20.41,128.30
9060.00,E2C_3,12.00,27.11,27.11
9060.00,N2C_0,65.00,425.33,361.38
9060.00,N2C_1,27.00,470.85,363.63
9060.00,N2C_2,21.00,376.56,362.45
9060.00,N2C_3,23.00,385.36,359.52
9060.00,S2C_1,6.00,38.61,43.17
9060.00,S2C_2,6.00,42.89,42.89
9060.00,W2C_0,29.00,472.30,363.87
9060.00,W2C_1,30.00,469.79,363.83
9060.00,W2C_2,7.00,364.78,364.78
9060.00,W2C_3,10.00,158.13,167.21
9120.00,:Center_15_0,0.00,0.00,7.41
9120.00,E2C_1,6.00,111.61,141.66
9120.00,E2C_2,4.00,88.14,139.17
9120.00,E2C_3,1.00,3.69,7.26
9120.00,N2C_0,34.00,414.48,360.99
9120.00,N2C_1,50.00,465.50,363.35
9120.00,N2C_2,18.00,434.09,362.82
9120.00,N2C_3,29.00,379.32,361.40
9120.00,S2C_0,2.00,14.71,14.71
9120.00,S2C_1,15.00,35.47,42.88
9120.00,S2C_2,14.00,41.71,41.71
9120.00,S2C_3,0.00,0.00,15.59
9120.00,W2C_0,50.00,472.20,362.35
9120.00,W2C_1,14.00,460.59,365.26
9120.00,W2C_2,20.00,162.75,365.03
9120.00,W2C_3,32.00,170.61,170.61
9180.00,:Center_7_0,6.00,17.80,17.80
9180.00,:Center_15_0,3.00,9.35,9.35
9180.00,E2C_1,11.00,110.45,124.84
9180.00,E2C_2,9.00,76.89,107.37
9180.00,E2C_3,3.00,14.70,17.99
9180.00,N2C_0,20.00,465.41,360.52
9180.00,N2C_1,18.00,471.60,362.39
9180.00,N2C_2,20.00,396.53,330.48
9180.00,N2C_3,46.00,412.55,361.69
9180.00,S2C_0,16.00,3.20,3.20
9180.00,S2C_1,21.00,70.01,73.52
9180.00,S2C_2,19.00,67.12,70.84
9180.00,S2C_3,15.00,25.20,25.20
9180.00,W2C_0,92.00,482.86,361.62
9180.00,W2C_1,53.00,448.25,365.25
9180.00,W2C_2,5.00,355.73,362.96
9180.00,W2C_3,26.00,136.40,161.49
9240.00,E2C_1,14.00,115.66,115.66
9240.00,E2C_2,15.00,103.12,114.12
9240.00,E2C_3,6.00,26.42,26.42
9240.00,N2C_0,48.00,445.80,367.25
9240.00,N2C_1,20.00,461.06,346.43
9240.00,N2C_2,11.00,404.52,368.74
9240.00,N2C_3,23.00,405.88,364.72
9240.00,S2C_1,4.00,20.00,109.04
9240.00,S2C_2,3.00,83.48,83.48
9240.00,S2C_3,6.00,6.04,6.04
9240.00,W2C_0,51.00,476.30,112.78
9240.00,W2C_1,52.00,400.10,353.13
9240.00,W2C_2,16.00,178.19,363.03
9240.00,W2C_3,28.00,175.78,175.78
9300.00,:Center_3_0,3.00,11.62,11.62
9300.00,:Center_7_0,5.00,4.60,4.60
9300.00,:Center_11_0,2.00,3.15,14.26
9300.00,E2C_0,11.00,8.70,8.70
9300.00,E2C_1,10.00,122.63,125.99
9300.00,E2C_2,10.00,108.08,129.16
9300.00,N2C_0,45.00,475.97,54.10
9300.00,N2C_1,40.00,481.54,363.34
9300.00,N2C_2,40.00,286.74,360.49
9300.00,N2C_3,24.00,416.02,363.15
9300.00,S2C_1,16.00,60.40,65.22
9300.00,S2C_2,12.00,57.63,60.90
9300.00,S2C_3,0.00,0.00,9.69
9300.00,W2C_0,24.00,275.28,279.21
9300.00,W2C_1,18.00,295.47,366.75
9300.00,W2C_2,21.00,384.73,362.93
9300.00,W2C_3,16.00,190.03,190.03
9360.00,:Center_15_0,0.00,0.00,10.33
9360.00,E2C_0,0.00,0.00,26.24
9360.00,E2C_1,18.00,75.18,97.49
9360.00,E2C_2,16.00,62.28,136.20
9360.00,N2C_0,68.00,470.63,79.21
9360.00,N2C_1,53.00,450.92,356.71
9360.00,N2C_2,72.00,453.51,363.44
9360.00,N2C_3,13.00,414.79,358.21
9360.00,S2C_1,5.00,23.24,34.40
9360.00,S2C_2,6.00,23.20,30.44
9360.00,W2C_0,25.00,363.66,363.66
9360.00,W2C_1,17.00,281.19,363.71
