id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized
f_E_peak_m.0,0.00,E2C_0,4.60,0.00,0.00,72.00,C2W_0,483.20,14.19,72.00,995.40,0.00,0,0.00,6.24,0,tripinfo_f_E_peak_m.0,car,1.09,
f_W_peak_m.0,0.00,W2C_0,4.60,0.00,0.00,85.00,C2E_0,483.20,12.77,85.00,995.40,0.00,0,0.00,6.52,0,tripinfo_f_W_peak_m.0,car,0.92,
f_E_peak_m.1,3.00,E2C_0,12.10,0.00,0.00,88.00,C2N_1,483.20,13.81,85.00,983.97,0.00,0,0.00,13.07,0,tripinfo_f_E_peak_m.1,bus,1.00,
f_W_peak_m.1,3.00,W2C_0,2.30,0.00,0.00,88.00,C2E_0,483.20,11.98,85.00,997.70,0.00,0,0.00,9.03,0,tripinfo_f_W_peak_m.1,motorcycle,0.95,
f_N_peak_m.1,3.00,N2C_0,2.30,0.00,0.00,90.00,C2S_0,483.20,14.11,87.00,997.70,5.00,1,0.00,22.89,0,tripinfo_f_N_peak_m.1,motorcycle,1.12,
f_S_peak_m.3,9.00,S2C_0,2.30,0.00,0.00,92.00,C2N_1,483.20,14.25,83.00,997.70,0.00,0,0.00,13.83,0,tripinfo_f_S_peak_m.3,motorcycle,1.04,
f_N_peak_m.2,6.00,N2C_0,4.60,0.00,0.00,95.00,C2S_0,483.20,11.93,89.00,995.40,0.00,0,0.00,12.42,0,tripinfo_f_N_peak_m.2,car,0.94,
f_S_peak_m.1,3.00,S2C_0,2.30,0.00,0.00,97.00,C2N_0,483.20,12.20,94.00,997.70,0.00,0,0.00,13.46,0,tripinfo_f_S_peak_m.1,motorcycle,0.90,
f_N_peak_m.4,12.00,N2C_0,4.60,0.00,0.00,97.00,C2S_1,483.20,12.09,85.00,995.40,0.00,0,0.00,9.01,0,tripinfo_f_N_peak_m.4,car,0.95,
f_N_peak_m.0,0.00,N2C_0,2.30,0.00,0.00,98.00,C2E_0,483.20,11.63,98.00,973.13,0.00,0,0.00,17.61,0,tripinfo_f_N_peak_m.0,motorcycle,0.89,
f_N_peak_m.3,9.00,N2C_0,2.30,0.00,0.00,98.00,C2S_0,483.20,12.28,89.00,997.70,0.00,0,0.00,14.56,0,tripinfo_f_N_peak_m.3,motorcycle,0.97,
f_N_peak_m.5,15.00,N2C_0,2.30,0.00,0.00,98.00,C2S_2,483.20,12.88,83.00,997.70,0.00,0,0.00,10.66,0,tripinfo_f_N_peak_m.5,motorcycle,1.01,
f_S_peak_m.4,12.00,S2C_0,2.30,0.00,0.00,99.00,C2W_0,483.20,12.94,87.00,973.13,0.00,0,0.00,13.01,0,tripinfo_f_S_peak_m.4,motorcycle,0.96,
f_N_peak_m.6,18.00,N2C_0,3.10,0.00,0.00,99.00,C2E_1,483.20,13.33,81.00,972.33,0.00,0,0.00,10.97,0,tripinfo_f_N_peak_m.6,rickshaw,1.02,
f_S_peak_m.0,0.00,S2C_0,2.30,0.00,0.00,101.00,C2E_1,483.20,13.94,101.00,993.77,12.00,2,0.00,29.40,0,tripinfo_f_S_peak_m.0,motorcycle,1.01,
f_S_peak_m.2,6.00,S2C_0,2.30,0.00,0.00,102.00,C2E_2,483.20,14.31,96.00,993.77,4.00,2,0.00,29.63,0,tripinfo_f_S_peak_m.2,motorcycle,1.10,
f_S_peak_m.6,18.00,S2C_0,4.60,0.00,0.00,102.00,C2W_0,483.20,12.66,84.00,970.83,0.00,0,0.00,8.68,0,tripinfo_f_S_peak_m.6,car,0.94,
f_S_peak_m.5,15.00,S2C_0,4.60,0.00,0.00,103.00,C2N_0,483.20,11.83,88.00,995.40,0.00,0,0.00,7.02,0,tripinfo_f_S_peak_m.5,car,0.89,
f_E_peak_m.6,19.00,E2C_0,4.60,0.00,1.00,103.00,C2S_0,483.20,14.62,84.00,970.83,6.00,1,0.00,19.67,0,tripinfo_f_E_peak_m.6,car,1.10,
f_E_peak_m.2,7.00,E2C_0,4.60,0.00,1.00,107.00,C2W_0,483.20,13.81,100.00,995.40,15.00,1,0.00,28.81,0,tripinfo_f_E_peak_m.2,car,1.02,
f_E_peak_m.7,23.00,E2C_0,4.60,0.00,2.00,108.00,C2W_2,483.20,14.70,85.00,995.40,4.00,1,0.00,18.95,0,tripinfo_f_E_peak_m.7,car,1.09,
f_W_peak_m.3,11.00,W2C_0,8.10,0.00,2.00,110.00,C2E_0,483.20,13.43,99.00,991.90,11.00,1,0.00,26.15,0,tripinfo_f_W_peak_m.3,truck,0.99,
f_E_peak_m.4,12.00,E2C_0,2.30,0.00,0.00,111.00,C2W_0,483.20,10.64,99.00,997.70,4.00,1,0.00,21.65,0,tripinfo_f_E_peak_m.4,motorcycle,0.93,
f_W_peak_m.6,18.00,W2C_0,12.10,0.00,0.00,111.00,C2E_1,483.20,13.72,93.00,987.90,4.00,1,0.00,21.07,0,tripinfo_f_W_peak_m.6,bus,1.00,
f_E_peak_m.5,15.00,E2C_0,12.10,0.00,0.00,112.00,C2W_2,483.20,13.84,97.00,987.90,4.00,1,0.00,25.73,0,tripinfo_f_E_peak_m.5,bus,1.00,
f_W_peak_m.8,24.00,W2C_0,2.30,0.00,0.00,113.00,C2E_2,483.20,14.70,89.00,997.70,0.00,0,0.00,21.22,0,tripinfo_f_W_peak_m.8,motorcycle,1.06,
f_E_peak_m.9,27.00,E2C_0,8.10,0.00,0.00,113.00,C2W_1,483.20,13.76,86.00,991.90,0.00,0,0.00,14.16,0,tripinfo_f_E_peak_m.9,truck,1.00,
f_E_peak_m.8,24.00,E2C_0,4.60,0.00,0.00,114.00,C2S_0,483.20,10.99,90.00,970.83,0.00,0,0.00,9.24,0,tripinfo_f_E_peak_m.8,car,0.88,
f_W_peak_m.9,27.00,W2C_0,12.10,0.00,0.00,114.00,C2E_1,483.20,13.66,87.00,987.90,0.00,0,0.00,15.56,0,tripinfo_f_W_peak_m.9,bus,1.00,
f_E_peak_m.10,31.00,E2C_0,4.60,0.00,1.00,114.00,C2W_3,483.20,13.94,83.00,995.40,0.00,0,0.00,12.81,0,tripinfo_f_E_peak_m.10,car,1.02,
f_W_peak_m.7,22.00,W2C_0,4.60,0.00,1.00,115.00,C2E_0,483.20,11.92,93.00,995.40,1.00,1,0.00,15.78,0,tripinfo_f_W_peak_m.7,car,0.93,
f_W_peak_m.10,30.00,W2C_0,2.30,0.00,0.00,117.00,C2E_2,483.20,13.16,87.00,997.70,0.00,0,0.00,14.28,0,tripinfo_f_W_peak_m.10,motorcycle,1.00,
f_E_peak_m.12,36.00,E2C_0,2.30,0.00,0.00,117.00,C2N_1,483.20,13.46,81.00,993.77,0.00,0,0.00,10.52,0,tripinfo_f_E_peak_m.12,motorcycle,1.02,
f_E_peak_m.11,33.00,E2C_0,4.60,0.00,0.00,118.00,C2W_1,483.20,12.42,85.00,995.40,0.00,0,0.00,11.53,0,tripinfo_f_E_peak_m.11,car,0.99,
f_E_peak_m.3,9.00,E2C_0,2.30,0.00,0.00,120.00,C2W_0,483.20,9.83,111.00,997.70,6.00,1,0.00,23.30,0,tripinfo_f_E_peak_m.3,motorcycle,0.83,
f_N_peak_m.11,33.00,N2C_0,2.30,0.00,0.00,120.00,C2S_0,483.20,13.51,87.00,997.70,5.00,1,0.00,22.60,0,tripinfo_f_N_peak_m.11,motorcycle,1.12,
f_S_peak_m.13,39.00,S2C_0,2.30,0.00,0.00,120.00,C2W_1,483.20,14.83,81.00,973.13,0.00,0,0.00,17.52,0,tripinfo_f_S_peak_m.13,motorcycle,1.12,
f_N_peak_m.14,42.00,N2C_0,2.30,0.00,0.00,123.00,C2S_1,483.20,14.23,81.00,997.70,0.00,0,0.00,14.01,0,tripinfo_f_N_peak_m.14,motorcycle,1.09,
f_S_peak_m.17,51.00,S2C_0,2.30,0.00,0.00,124.00,C2W_1,483.20,15.15,73.00,973.13,0.00,0,0.00,10.33,0,tripinfo_f_S_peak_m.17,motorcycle,1.14,
f_W_peak_m.2,6.00,W2C_0,12.10,0.00,0.00,125.00,C2S_1,483.20,13.73,119.00,983.97,24.00,2,0.00,46.93,0,tripinfo_f_W_peak_m.2,bus,1.00,
f_S_peak_m.10,30.00,S2C_0,2.30,0.00,0.00,125.00,C2W_0,483.20,11.64,95.00,973.13,4.00,1,0.00,19.81,0,tripinfo_f_S_peak_m.10,motorcycle,0.94,
f_N_peak_m.10,30.00,N2C_0,3.10,0.00,0.00,127.00,C2S_0,483.20,13.33,97.00,996.90,5.00,1,0.00,24.19,0,tripinfo_f_N_peak_m.10,rickshaw,1.00,
f_S_peak_m.9,27.00,S2C_0,4.60,0.00,0.00,128.00,C2N_2,483.20,13.41,101.00,995.40,14.00,1,0.00,32.05,0,tripinfo_f_S_peak_m.9,car,1.05,
f_N_peak_m.7,21.00,N2C_0,2.30,0.00,0.00,129.00,C2S_0,483.20,11.54,108.00,997.70,8.00,1,0.00,27.99,0,tripinfo_f_N_peak_m.7,motorcycle,0.90,
f_S_peak_m.8,24.00,S2C_0,4.60,0.00,0.00,129.00,C2N_0,483.20,12.46,105.00,995.40,14.00,1,0.00,29.71,0,tripinfo_f_S_peak_m.8,car,0.95,
f_N_peak_m.15,45.00,N2C_0,4.60,0.00,0.00,129.00,C2S_2,483.20,13.36,84.00,995.40,0.00,0,0.00,10.29,0,tripinfo_f_N_peak_m.15,car,0.98,
f_S_peak_m.11,34.00,S2C_0,12.10,0.00,1.00,131.00,C2N_1,483.20,13.75,97.00,987.90,4.00,1,0.00,25.79,0,tripinfo_f_S_peak_m.11,bus,1.00,
f_S_peak_m.7,21.00,S2C_0,4.60,0.00,0.00,132.00,C2N_0,483.20,11.90,111.00,995.40,13.00,1,0.00,31.43,0,tripinfo_f_S_peak_m.7,car,0.91,
f_N_peak_m.12,36.00,N2C_0,2.30,0.00,0.00,133.00,C2S_0,483.20,10.57,97.00,997.70,0.00,0,0.00,17.22,0,tripinfo_f_N_peak_m.12,motorcycle,0.91,
f_N_peak_m.9,27.00,N2C_0,2.30,0.00,0.00,134.00,C2W_3,483.20,14.98,107.00,993.77,18.00,3,0.00,45.23,0,tripinfo_f_N_peak_m.9,motorcycle,1.17,
f_N_peak_m.8,24.00,N2C_0,2.30,0.00,0.00,135.00,C2W_1,483.20,14.56,111.00,993.77,20.00,2,0.00,44.24,0,tripinfo_f_N_peak_m.8,motorcycle,1.09,
f_S_peak_m.15,45.00,S2C_0,4.60,0.00,0.00,135.00,C2E_2,483.20,13.00,90.00,991.47,0.00,0,0.00,16.34,0,tripinfo_f_S_peak_m.15,car,0.98,
f_S_peak_m.12,37.00,S2C_0,2.30,0.00,1.00,136.00,C2E_0,483.20,13.01,99.00,993.77,1.00,1,0.00,22.22,0,tripinfo_f_S_peak_m.12,motorcycle,0.95,
f_E_peak_m.13,39.00,E2C_0,2.30,0.00,0.00,136.00,C2S_0,483.20,12.80,97.00,973.13,13.00,1,0.00,27.83,0,tripinfo_f_E_peak_m.13,motorcycle,1.03,
f_S_peak_m.14,42.00,S2C_0,4.60,0.00,0.00,136.00,C2N_0,483.20,11.31,94.00,995.40,0.00,0,0.00,13.67,0,tripinfo_f_S_peak_m.14,car,0.90,
f_W_peak_m.14,42.00,W2C_0,2.30,0.00,0.00,137.00,C2N_1,483.20,13.08,95.00,973.13,14.00,1,0.00,29.04,0,tripinfo_f_W_peak_m.14,motorcycle,1.08,
f_E_peak_m.16,48.00,E2C_0,2.30,0.00,0.00,137.00,C2S_0,483.20,14.04,89.00,973.13,6.00,1,0.00,21.71,0,tripinfo_f_E_peak_m.16,motorcycle,1.06,
f_E_peak_m.18,54.00,E2C_0,2.30,0.00,0.00,138.00,C2W_1,483.20,13.40,84.00,997.70,2.00,1,0.00,16.55,0,tripinfo_f_E_peak_m.18,motorcycle,1.07,
f_W_peak_m.11,33.00,W2C_0,2.30,0.00,0.00,139.00,C2N_0,483.20,11.76,106.00,973.13,15.00,1,0.00,32.08,0,tripinfo_f_W_peak_m.11,motorcycle,0.96,
f_E_peak_m.15,45.00,E2C_0,2.30,0.00,0.00,139.00,C2W_0,483.20,11.71,94.00,997.70,7.00,1,0.00,22.57,0,tripinfo_f_E_peak_m.15,motorcycle,1.01,
f_W_peak_m.17,51.00,W2C_0,4.60,0.00,0.00,139.00,C2E_1,483.20,15.41,88.00,995.40,8.00,2,0.00,24.68,0,tripinfo_f_W_peak_m.17,car,1.14,
f_N_peak_m.13,39.00,N2C_0,2.30,0.00,0.00,140.00,C2W_2,483.20,13.17,101.00,993.77,8.00,2,0.00,32.39,0,tripinfo_f_N_peak_m.13,motorcycle,1.06,
f_E_peak_m.14,42.00,E2C_0,2.30,0.00,0.00,140.00,C2W_1,483.20,12.40,98.00,997.70,10.00,2,0.00,27.24,0,tripinfo_f_E_peak_m.14,motorcycle,1.02,
f_W_peak_m.19,57.00,W2C_0,2.30,0.00,0.00,140.00,C2E_2,483.20,16.77,83.00,997.70,3.00,2,0.00,25.40,0,tripinfo_f_W_peak_m.19,motorcycle,1.25,
f_W_peak_m.21,63.00,W2C_0,8.10,0.00,0.00,140.00,C2N_1,483.20,14.45,77.00,967.33,0.00,0,0.00,10.18,0,tripinfo_f_W_peak_m.21,truck,1.07,
f_E_peak_m.17,51.00,E2C_0,4.60,0.00,0.00,142.00,C2W_1,483.20,14.83,91.00,995.40,5.00,1,0.00,25.01,0,tripinfo_f_E_peak_m.17,car,1.10,
f_E_peak_m.21,63.00,E2C_0,12.10,0.00,0.00,143.00,C2W_0,483.20,13.89,80.00,987.90,0.00,0,0.00,8.32,0,tripinfo_f_E_peak_m.21,bus,1.00,
f_W_peak_m.22,67.00,W2C_0,4.60,0.00,1.00,145.00,C2N_0,483.20,13.22,78.00,970.83,0.00,0,0.00,9.37,0,tripinfo_f_W_peak_m.22,car,1.03,
f_W_peak_m.12,36.00,W2C_0,3.10,0.00,0.00,147.00,C2E_1,483.20,12.68,111.00,996.90,16.00,2,0.00,33.01,0,tripinfo_f_W_peak_m.12,rickshaw,0.93,
f_W_peak_m.13,39.00,W2C_0,2.30,0.00,0.00,148.00,C2E_0,483.20,12.61,109.00,997.70,12.00,2,0.00,30.13,0,tripinfo_f_W_peak_m.13,motorcycle,0.92,
f_W_peak_m.15,45.00,W2C_0,8.10,0.00,0.00,148.00,C2E_2,483.20,13.43,103.00,991.90,9.00,2,0.00,28.67,0,tripinfo_f_W_peak_m.15,truck,0.97,
f_E_peak_m.20,60.00,E2C_0,2.30,0.00,0.00,149.00,C2N_2,483.20,13.54,89.00,993.77,8.00,1,0.00,22.63,0,tripinfo_f_E_peak_m.20,motorcycle,1.10,
f_S_peak_m.24,72.00,S2C_0,8.10,0.00,0.00,149.00,C2W_0,483.20,14.37,77.00,967.33,0.00,0,0.00,10.17,0,tripinfo_f_S_peak_m.24,truck,1.05,
f_S_peak_m.16,48.00,S2C_0,2.30,0.00,0.00,152.00,C2N_0,483.20,14.10,104.00,997.70,14.00,1,0.00,35.37,0,tripinfo_f_S_peak_m.16,motorcycle,1.05,
f_W_peak_m.4,15.00,W2C_0,4.60,0.00,3.00,153.00,C2S_0,483.20,11.59,138.00,991.47,27.00,4,0.00,55.47,0,tripinfo_f_W_peak_m.4,car,0.87,
f_W_peak_m.5,16.00,W2C_0,2.30,0.00,1.00,153.00,C2S_1,483.20,12.07,137.00,993.77,24.00,3,0.00,62.31,0,tripinfo_f_W_peak_m.5,motorcycle,0.97,
f_S_peak_m.21,64.00,S2C_0,4.60,0.00,1.00,153.00,C2N_1,483.20,14.78,89.00,995.40,7.00,1,0.00,21.49,0,tripinfo_f_S_peak_m.21,car,1.08,
f_S_peak_m.27,81.00,S2C_0,2.30,0.00,0.00,155.00,C2N_3,483.20,15.77,74.00,997.70,0.00,0,0.00,14.39,0,tripinfo_f_S_peak_m.27,motorcycle,1.21,
f_S_peak_m.18,54.00,S2C_0,2.30,0.00,0.00,158.00,C2N_0,483.20,12.65,104.00,997.70,12.00,1,0.00,27.35,0,tripinfo_f_S_peak_m.18,motorcycle,0.95,
f_S_peak_m.20,60.00,S2C_0,3.10,0.00,0.00,158.00,C2N_1,483.20,13.50,98.00,996.90,6.00,1,0.00,26.86,0,tripinfo_f_S_peak_m.20,rickshaw,1.02,
f_S_peak_m.19,57.00,S2C_0,8.10,0.00,0.00,159.00,C2N_0,483.20,13.18,102.00,991.90,11.00,1,0.00,29.55,0,tripinfo_f_S_peak_m.19,truck,0.99,
f_S_peak_m.22,66.00,S2C_0,3.10,0.00,0.00,160.00,C2N_1,483.20,13.16,94.00,996.90,3.00,1,0.00,20.37,0,tripinfo_f_S_peak_m.22,rickshaw,0.98,
f_S_peak_m.26,78.00,S2C_0,2.30,0.00,0.00,160.00,C2N_2,483.20,13.09,82.00,997.70,0.00,0,0.00,14.13,0,tripinfo_f_S_peak_m.26,motorcycle,1.06,
f_N_peak_m.26,78.00,N2C_0,2.30,0.00,0.00,161.00,C2E_0,483.20,13.59,83.00,973.13,0.00,0,0.00,11.44,0,tripinfo_f_N_peak_m.26,motorcycle,1.00,
f_N_peak_m.24,72.00,N2C_0,2.30,0.00,0.00,163.00,C2W_2,483.20,13.41,91.00,993.77,7.00,1,0.00,26.36,0,tripinfo_f_N_peak_m.24,motorcycle,1.12,
f_S_peak_m.23,70.00,S2C_0,4.60,0.00,1.00,166.00,C2N_0,483.20,11.72,96.00,995.40,0.00,0,0.00,14.94,0,tripinfo_f_S_peak_m.23,car,0.89,
f_E_peak_m.23,69.00,E2C_0,2.30,0.00,0.00,167.00,C2W_0,483.20,13.70,98.00,997.70,14.00,1,0.00,28.17,0,tripinfo_f_E_peak_m.23,motorcycle,1.03,
f_E_peak_m.25,75.00,E2C_0,2.30,0.00,0.00,167.00,C2S_0,483.20,12.82,92.00,973.13,7.00,1,0.00,21.80,0,tripinfo_f_E_peak_m.25,motorcycle,1.01,
f_W_peak_m.23,69.00,W2C_0,2.30,0.00,0.00,168.00,C2N_1,483.20,13.58,99.00,973.13,10.00,1,0.00,27.72,0,tripinfo_f_W_peak_m.23,motorcycle,1.00,
f_E_peak_m.24,72.00,E2C_0,2.30,0.00,0.00,170.00,C2W_1,483.20,14.07,98.00,997.70,11.00,1,0.00,27.48,0,tripinfo_f_E_peak_m.24,motorcycle,1.03,
f_E_peak_m.26,78.00,E2C_0,2.30,0.00,0.00,171.00,C2W_0,483.20,13.65,93.00,997.70,6.00,1,0.00,28.39,0,tripinfo_f_E_peak_m.26,motorcycle,1.11,
f_E_peak_m.31,93.00,E2C_0,4.60,0.00,0.00,173.00,C2W_3,483.20,13.32,80.00,995.40,0.00,0,0.00,7.07,0,tripinfo_f_E_peak_m.31,car,0.98,
f_E_peak_m.22,66.00,E2C_0,3.10,0.00,0.00,174.00,C2W_0,483.20,12.87,108.00,996.90,13.00,1,0.00,30.97,0,tripinfo_f_E_peak_m.22,rickshaw,0.94,
f_E_peak_m.30,90.00,E2C_0,2.30,0.00,0.00,174.00,C2W_2,483.20,15.13,84.00,997.70,0.00,0,0.00,19.95,0,tripinfo_f_E_peak_m.30,motorcycle,1.13,
f_E_peak_m.27,81.00,E2C_0,4.60,0.00,0.00,176.00,C2W_0,483.20,11.18,95.00,995.40,0.00,0,0.00,13.35,0,tripinfo_f_E_peak_m.27,car,0.89,
f_S_peak_m.31,93.00,S2C_0,4.60,0.00,0.00,177.00,C2W_1,483.20,15.40,84.00,970.83,10.00,1,0.00,21.10,0,tripinfo_f_S_peak_m.31,car,1.13,
f_E_peak_m.29,87.00,E2C_0,2.30,0.00,0.00,178.00,C2S_0,483.20,12.18,91.00,973.13,0.00,0,0.00,12.94,0,tripinfo_f_E_peak_m.29,motorcycle,0.91,
f_E_peak_m.32,96.00,E2C_0,4.60,0.00,0.00,178.00,C2W_0,483.20,12.28,82.00,995.40,0.00,0,0.00,6.61,0,tripinfo_f_E_peak_m.32,car,0.96,
f_W_peak_m.27,82.00,W2C_0,4.60,0.00,1.00,181.00,C2S_1,483.20,12.78,99.00,991.47,7.00,1,0.00,24.08,0,tripinfo_f_W_peak_m.27,car,0.97,
f_S_peak_m.32,96.00,S2C_0,2.30,0.00,0.00,183.00,C2E_1,483.20,13.72,87.00,993.77,0.00,0,0.00,18.52,0,tripinfo_f_S_peak_m.32,motorcycle,1.06,
f_N_peak_m.31,93.00,N2C_0,3.10,0.00,0.00,185.00,C2E_0,483.20,12.68,92.00,972.33,0.00,0,0.00,13.88,0,tripinfo_f_N_peak_m.31,rickshaw,0.91,
f_N_peak_m.35,105.00,N2C_0,2.30,0.00,0.00,185.00,C2E_1,483.20,13.84,80.00,973.13,0.00,0,0.00,11.00,0,tripinfo_f_N_peak_m.35,motorcycle,1.03,
f_W_peak_m.30,91.00,W2C_0,4.60,0.00,1.00,188.00,C2S_0,483.20,13.05,97.00,991.47,6.00,2,0.00,22.42,0,tripinfo_f_W_peak_m.30,car,0.97,
f_S_peak_m.25,75.00,S2C_0,3.10,0.00,0.00,190.00,C2N_0,483.20,14.33,115.00,996.90,20.00,2,0.00,45.27,0,tripinfo_f_S_peak_m.25,rickshaw,1.04,
f_S_peak_m.29,87.00,S2C_0,8.10,0.00,0.00,190.00,C2N_1,483.20,13.67,103.00,991.90,14.00,2,0.00,31.70,0,tripinfo_f_S_peak_m.29,truck,1.00,
f_S_peak_m.36,110.00,S2C_0,2.30,0.00,2.00,190.00,C2W_1,483.20,15.78,80.00,973.13,0.00,0,0.00,20.10,0,tripinfo_f_S_peak_m.36,motorcycle,1.18,
f_S_peak_m.33,99.00,S2C_0,3.10,0.00,0.00,193.00,C2N_1,483.20,13.36,94.00,996.90,4.00,1,0.00,23.02,0,tripinfo_f_S_peak_m.33,rickshaw,1.01,
f_S_peak_m.34,104.00,S2C_0,12.10,0.00,2.00,195.00,C2N_2,483.20,13.60,91.00,987.90,0.00,0,0.00,19.62,0,tripinfo_f_S_peak_m.34,bus,1.00,
f_S_peak_m.38,114.00,S2C_0,4.60,0.00,0.00,196.00,C2N_1,483.20,14.10,82.00,995.40,0.00,0,0.00,13.10,0,tripinfo_f_S_peak_m.38,car,1.04,
f_S_peak_m.28,84.00,S2C_0,2.30,0.00,0.00,197.00,C2N_0,483.20,11.87,113.00,997.70,14.00,2,0.00,36.08,0,tripinfo_f_S_peak_m.28,motorcycle,0.94,
f_S_peak_m.35,107.00,S2C_0,2.30,0.00,2.00,197.00,C2W_0,483.20,12.68,90.00,973.13,0.00,0,0.00,14.22,0,tripinfo_f_S_peak_m.35,motorcycle,0.93,
f_E_peak_m.34,102.00,E2C_0,2.30,0.00,0.00,200.00,C2S_0,483.20,14.70,98.00,973.13,17.00,1,0.00,33.00,0,tripinfo_f_E_peak_m.34,motorcycle,1.10,
f_W_peak_m.36,108.00,W2C_0,4.60,0.00,0.00,202.00,C2N_1,483.20,14.30,94.00,970.83,15.00,1,0.00,27.87,0,tripinfo_f_W_peak_m.36,car,1.07,
f_N_peak_m.21,63.00,N2C_0,12.10,0.00,0.00,203.00,C2W_1,483.20,13.70,140.00,983.97,36.00,2,0.00,68.56,0,tripinfo_f_N_peak_m.21,bus,1.00,
f_N_peak_m.36,108.00,N2C_0,2.30,0.00,0.00,203.00,C2E_0,483.20,11.05,95.00,973.13,0.00,0,0.00,15.22,0,tripinfo_f_N_peak_m.36,motorcycle,0.89,
f_S_peak_m.30,91.00,S2C_0,4.60,0.00,1.00,204.00,C2N_0,483.20,10.09,113.00,995.40,4.00,2,0.00,23.16,0,tripinfo_f_S_peak_m.30,car,0.80,
f_E_peak_m.39,117.00,E2C_0,2.30,0.00,0.00,205.00,C2S_0,483.20,12.66,88.00,973.13,0.00,0,0.00,17.92,0,tripinfo_f_E_peak_m.39,motorcycle,1.02,
f_E_peak_m.40,120.00,E2C_0,2.30,0.00,0.00,205.00,C2S_1,483.20,13.16,85.00,973.13,0.00,0,0.00,16.71,0,tripinfo_f_E_peak_m.40,motorcycle,1.04,
f_E_peak_m.36,108.00,E2C_0,3.10,0.00,0.00,206.00,C2W_2,483.20,12.85,98.00,996.90,6.00,1,0.00,24.00,0,tripinfo_f_E_peak_m.36,rickshaw,0.97,
f_E_peak_m.42,126.00,E2C_0,2.30,0.00,0.00,206.00,C2W_1,483.20,14.01,80.00,997.70,0.00,0,0.00,12.46,0,tripinfo_f_E_peak_m.42,motorcycle,1.07,
f_N_peak_m.25,75.00,N2C_0,2.30,0.00,0.00,207.00,C2W_3,483.20,12.26,132.00,993.77,32.00,3,0.00,62.18,0,tripinfo_f_N_peak_m.25,motorcycle,1.04,
f_E_peak_m.35,105.00,E2C_0,3.10,0.00,0.00,207.00,C2W_0,483.20,12.71,102.00,996.90,9.00,1,0.00,25.05,0,tripinfo_f_E_peak_m.35,rickshaw,0.94,
f_E_peak_m.43,129.00,E2C_0,2.30,0.00,0.00,208.00,C2W_2,483.20,12.59,79.00,997.70,0.00,0,0.00,11.00,0,tripinfo_f_E_peak_m.43,motorcycle,1.06,
f_E_peak_m.41,123.00,E2C_0,2.30,0.00,0.00,209.00,C2S_0,483.20,12.24,86.00,973.13,0.00,0,0.00,12.78,0,tripinfo_f_E_peak_m.41,motorcycle,0.97,
f_W_peak_m.31,93.00,W2C_0,2.30,0.00,0.00,210.00,C2N_0,483.20,11.59,117.00,973.13,18.00,2,0.00,35.27,0,tripinfo_f_W_peak_m.31,motorcycle,0.87,
f_W_peak_m.41,123.00,W2C_0,8.10,0.00,0.00,213.00,C2S_2,483.20,13.91,90.00,987.97,0.00,0,0.00,18.68,0,tripinfo_f_W_peak_m.41,truck,1.01,
f_W_peak_m.18,54.00,W2C_0,12.10,0.00,0.00,214.00,C2E_2,483.20,13.70,160.00,987.90,56.00,4,0.00,88.10,0,tripinfo_f_W_peak_m.18,bus,1.00,
f_W_peak_m.20,60.00,W2C_0,2.30,0.00,0.00,214.00,C2E_0,483.20,12.60,154.00,997.70,53.00,2,0.00,79.87,0,tripinfo_f_W_peak_m.20,motorcycle,0.97,
f_W_peak_m.38,114.00,W2C_0,2.30,0.00,0.00,214.00,C2N_0,483.20,10.08,100.00,973.13,1.00,1,0.00,18.29,0,tripinfo_f_W_peak_m.38,motorcycle,0.87,
f_N_peak_m.41,123.00,N2C_0,3.10,0.00,0.00,215.00,C2E_1,483.20,14.85,92.00,972.33,11.00,1,0.00,27.18,0,tripinfo_f_N_peak_m.41,rickshaw,1.10,
f_E_peak_m.19,57.00,E2C_0,3.10,0.00,0.00,216.00,C2N_2,483.20,14.41,159.00,992.97,70.00,2,0.00,91.31,0,tripinfo_f_E_peak_m.19,rickshaw,1.06,
f_S_peak_m.40,120.00,S2C_0,2.30,0.00,0.00,216.00,C2W_0,483.20,14.25,96.00,973.13,11.00,1,0.00,28.04,0,tripinfo_f_S_peak_m.40,motorcycle,1.05,
f_W_peak_m.34,102.00,W2C_0,3.10,0.00,0.00,217.00,C2S_0,483.20,12.06,115.00,992.97,9.00,2,0.00,32.02,0,tripinfo_f_W_peak_m.34,rickshaw,0.88,
f_S_peak_m.42,126.00,S2C_0,8.10,0.00,0.00,217.00,C2W_1,483.20,14.63,91.00,967.33,10.00,1,0.00,24.92,0,tripinfo_f_S_peak_m.42,truck,1.07,
f_W_peak_m.16,48.00,W2C_0,2.30,0.00,0.00,218.00,C2E_0,483.20,10.32,170.00,997.70,56.00,5,0.00,85.72,0,tripinfo_f_W_peak_m.16,motorcycle,0.86,
f_S_peak_m.39,117.00,S2C_0,4.60,0.00,0.00,218.00,C2N_0,483.20,13.19,101.00,995.40,15.00,1,0.00,27.60,0,tripinfo_f_S_peak_m.39,car,0.98,
