timestep,lane_id,queueing_time,queueing_length,queueing_length_experimental
6480.00,S2C_2,41.00,8.70,8.70
6480.00,S2C_3,39.00,41.51,41.51
6480.00,W2C_0,41.00,378.46,365.04
6480.00,W2C_1,142.00,476.10,363.57
6480.00,W2C_2,166.00,477.59,362.87
6480.00,W2C_3,77.00,474.89,364.11
6540.00,E2C_0,57.00,48.41,48.41
6540.00,E2C_1,53.00,55.21,55.21
6540.00,E2C_2,50.00,55.22,55.22
6540.00,E2C_3,64.00,257.69,295.01
6540.00,N2C_0,127.00,473.23,364.18
6540.00,N2C_1,154.00,452.82,359.99
6540.00,N2C_2,92.00,467.11,363.72
6540.00,N2C_3,36.00,464.17,360.25
6540.00,S2C_2,3.00,5.50,5.50
6540.00,W2C_0,45.00,474.57,359.03
6540.00,W2C_1,93.00,479.83,363.56
6540.00,W2C_2,95.00,475.03,362.87
6540.00,W2C_3,62.00,471.77,360.41
6600.00,E2C_2,16.00,3.00,3.00
6600.00,E2C_3,8.00,187.04,297.16
6600.00,N2C_0,39.00,478.20,364.18
6600.00,N2C_1,214.00,465.50,364.90
6600.00,N2C_2,116.00,471.38,363.48
6600.00,N2C_3,110.00,461.13,366.28
6600.00,S2C_0,26.00,23.61,23.61
6600.00,S2C_1,56.00,39.71,43.42
6600.00,S2C_2,53.00,47.66,47.66
6600.00,S2C_3,3.00,20.00,20.00
6600.00,W2C_0,32.00,478.99,374.00
6600.00,W2C_1,37.00,479.48,365.44
6600.00,W2C_2,71.00,477.98,361.27
6600.00,W2C_3,48.00,471.05,363.47
6660.00,E2C_0,50.00,47.41,47.41
6660.00,E2C_1,30.00,34.76,38.07
6660.00,E2C_2,76.00,34.91,39.42
6660.00,E2C_3,62.00,249.86,277.02
6660.00,N2C_0,40.00,466.68,364.91
6660.00,N2C_1,274.00,462.32,362.85
6660.00,N2C_2,65.00,466.72,362.68
6660.00,N2C_3,61.00,470.27,363.14
6660.00,W2C_0,76.00,481.69,361.91
6660.00,W2C_1,79.00,477.26,364.57
6660.00,W2C_2,78.00,476.36,361.05
6660.00,W2C_3,53.00,469.66,361.87
6720.00,E2C_2,1.00,12.88,12.88
6720.00,E2C_3,3.00,10.58,306.20
6720.00,N2C_0,83.00,472.93,371.63
6720.00,N2C_1,334.00,479.42,357.79
6720.00,N2C_2,89.00,472.88,361.97
6720.00,N2C_3,67.00,470.48,364.07
6720.00,S2C_0,15.00,12.81,16.14
6720.00,S2C_1,29.00,23.20,23.20
6720.00,S2C_2,41.00,24.31,24.31
6720.00,S2C_3,46.00,36.11,36.11
6720.00,W2C_0,114.00,478.12,272.09
6720.00,W2C_1,139.00,459.93,365.37
6720.00,W2C_2,138.00,477.89,363.09
6720.00,W2C_3,43.00,476.74,363.46
6780.00,:Center_3_0,0.00,0.00,15.24
6780.00,E2C_1,48.00,33.41,33.41
6780.00,E2C_2,48.00,39.68,39.68
6780.00,E2C_3,61.00,211.54,211.54
6780.00,N2C_0,21.00,480.20,361.22
6780.00,N2C_1,17.00,477.25,364.04
6780.00,N2C_2,88.00,476.61,361.97
6780.00,N2C_3,84.00,470.50,364.53
6780.00,S2C_3,19.00,53.76,53.76
6780.00,W2C_0,174.00,382.58,364.07
6780.00,W2C_1,199.00,465.46,361.92
6780.00,W2C_2,198.00,477.66,366.23
6780.00,W2C_3,60.00,471.55,363.33
6840.00,E2C_0,2.00,13.00,13.00
6840.00,E2C_2,3.00,5.50,5.50
6840.00,E2C_3,3.00,11.06,195.70
6840.00,N2C_0,64.00,481.31,204.91
6840.00,N2C_1,59.00,478.11,363.27
6840.00,N2C_2,115.00,474.09,363.68
6840.00,N2C_3,76.00,468.82,364.50
6840.00,S2C_0,41.00,28.91,32.75
6840.00,S2C_1,37.00,28.40,28.40
6840.00,S2C_2,35.00,19.41,19.41
6840.00,S2C_3,55.00,86.72,86.72
6840.00,W2C_0,234.00,482.56,360.20
6840.00,W2C_1,259.00,477.42,362.83
6840.00,W2C_2,258.00,473.94,362.12
6840.00,W2C_3,52.00,470.47,364.33
6900.00,E2C_0,34.00,30.20,33.54
6900.00,E2C_1,56.00,46.91,46.91
6900.00,E2C_2,48.00,33.51,37.06
6900.00,E2C_3,62.00,180.93,180.93
6900.00,N2C_0,30.00,424.35,277.49
6900.00,N2C_1,27.00,314.61,363.84
6900.00,N2C_2,36.00,458.78,360.16
6900.00,N2C_3,31.00,470.72,364.54
6900.00,S2C_0,2.00,5.50,5.50
6900.00,S2C_3,46.00,105.91,113.04
6900.00,W2C_0,294.00,477.30,363.76
6900.00,W2C_1,319.00,477.16,362.40
6900.00,W2C_2,318.00,476.15,362.12
6900.00,W2C_3,91.00,471.83,364.37
6960.00,E2C_3,47.00,176.48,180.12
6960.00,N2C_0,54.00,391.90,361.60
6960.00,N2C_1,59.00,476.82,360.88
6960.00,N2C_2,75.00,456.13,363.56
6960.00,N2C_3,62.00,474.51,364.46
6960.00,S2C_0,47.00,58.81,58.81
6960.00,S2C_1,46.00,21.40,21.40
6960.00,S2C_2,47.00,19.62,19.62
6960.00,S2C_3,104.00,126.86,134.06
6960.00,W2C_0,189.00,476.21,363.76
6960.00,W2C_1,207.00,476.23,362.40
6960.00,W2C_2,204.00,475.95,361.80
6960.00,W2C_3,82.00,469.35,364.00
7020.00,E2C_0,37.00,31.41,31.41
7020.00,E2C_1,48.00,36.71,36.71
7020.00,E2C_2,45.00,32.81,32.81
7020.00,E2C_3,105.00,203.88,203.88
7020.00,N2C_0,49.00,479.16,373.92
7020.00,N2C_1,19.00,460.94,358.87
7020.00,N2C_2,130.00,476.63,360.56
7020.00,N2C_3,42.00,466.07,360.66
7020.00,S2C_3,4.00,23.21,144.95
7020.00,W2C_0,122.00,482.73,364.13
7020.00,W2C_1,172.00,476.23,362.40
7020.00,W2C_2,240.00,472.42,361.80
7020.00,W2C_3,142.00,472.23,364.00
7080.00,E2C_0,1.00,4.01,4.01
7080.00,E2C_2,41.00,20.65,20.65
7080.00,E2C_3,39.00,173.81,204.69
7080.00,N2C_0,53.00,479.85,366.51
7080.00,N2C_1,74.00,477.92,320.83
7080.00,N2C_2,190.00,475.60,366.01
7080.00,N2C_3,76.00,464.79,362.90
7080.00,S2C_0,19.00,15.70,15.70
7080.00,S2C_1,51.00,42.71,42.71
7080.00,S2C_2,52.00,46.31,46.31
7080.00,S2C_3,63.00,147.32,150.86
7080.00,W2C_0,63.00,479.70,363.42
7080.00,W2C_1,17.00,475.21,364.59
7080.00,W2C_2,74.00,459.78,363.43
7080.00,W2C_3,140.00,472.22,362.98
7140.00,:Center_7_0,58.00,4.60,4.60
7140.00,E2C_0,54.00,40.01,47.06
7140.00,E2C_1,46.00,52.51,52.51
7140.00,E2C_2,101.00,47.01,47.01
7140.00,E2C_3,62.00,222.35,222.35
7140.00,N2C_0,31.00,410.07,363.54
7140.00,N2C_1,134.00,418.48,359.91
7140.00,N2C_2,75.00,471.84,358.82
7140.00,N2C_3,50.00,466.34,363.89
7140.00,S2C_1,0.00,0.00,5.54
7140.00,S2C_2,1.00,4.01,4.01
7140.00,S2C_3,3.00,10.01,26.61
7140.00,W2C_0,96.00,482.98,363.27
7140.00,W2C_1,57.00,401.07,306.79
7140.00,W2C_2,84.00,471.22,366.60
7140.00,W2C_3,64.00,472.22,361.56
7200.00,E2C_2,3.00,20.14,20.14
7200.00,E2C_3,10.00,248.16,251.84
7200.00,N2C_0,89.00,478.51,153.34
7200.00,N2C_1,194.00,471.92,363.77
7200.00,N2C_2,113.00,469.52,360.96
7200.00,N2C_3,110.00,465.15,360.65
7200.00,S2C_0,48.00,29.71,29.71
7200.00,S2C_1,55.00,33.91,33.91
7200.00,S2C_2,54.00,28.91,28.91
7200.00,S2C_3,61.00,53.02,53.02
7200.00,W2C_0,16.00,449.71,229.90
7200.00,W2C_1,58.00,454.37,363.58
7200.00,W2C_2,80.00,471.98,363.08
7200.00,W2C_3,90.00,470.97,364.15
7260.00,E2C_0,45.00,25.91,25.91
7260.00,E2C_1,40.00,481.68,37.52
7260.00,E2C_2,63.00,40.15,44.71
7260.00,E2C_3,61.00,250.82,250.82
7260.00,N2C_0,42.00,285.58,285.58
7260.00,N2C_1,254.00,479.03,363.07
7260.00,N2C_2,55.00,475.50,360.09
7260.00,N2C_3,80.00,473.77,366.59
7260.00,S2C_0,1.00,3.22,3.22
7260.00,S2C_3,5.00,10.99,22.01
7260.00,W2C_0,56.00,326.67,331.25
7260.00,W2C_1,118.00,443.39,361.46
7260.00,W2C_2,140.00,475.83,358.35
7260.00,W2C_3,150.00,476.16,363.67
7320.00,E2C_0,2.00,9.00,9.00
7320.00,E2C_3,7.00,10.19,248.48
7320.00,N2C_0,20.00,366.58,366.58
7320.00,N2C_1,314.00,457.18,362.50
7320.00,N2C_2,106.00,471.89,362.30
7320.00,N2C_3,123.00,467.30,362.01
7320.00,S2C_0,51.00,26.81,26.81
7320.00,S2C_1,44.00,30.01,30.01
7320.00,S2C_2,43.00,36.71,36.71
7320.00,S2C_3,63.00,45.48,45.48
7320.00,W2C_0,47.00,456.11,365.68
7320.00,W2C_1,18.00,466.68,364.87
7320.00,W2C_2,171.00,477.54,369.67
7320.00,W2C_3,198.00,477.00,363.67
7380.00,E2C_0,54.00,41.61,41.61
7380.00,E2C_1,21.00,34.41,34.41
7380.00,E2C_2,11.00,31.41,31.41
7380.00,E2C_3,64.00,205.02,205.02
7380.00,N2C_0,33.00,416.86,364.43
7380.00,N2C_1,15.00,471.92,363.18
7380.00,N2C_2,124.00,478.72,362.30
7380.00,N2C_3,90.00,476.64,361.75
7380.00,S2C_3,31.00,38.16,41.43
7380.00,W2C_0,95.00,466.73,365.05
7380.00,W2C_1,78.00,464.91,360.66
7380.00,W2C_2,117.00,475.89,369.67
7380.00,W2C_3,171.00,477.00,363.27
7440.00,E2C_1,60.00,51.41,51.41
7440.00,E2C_2,60.00,53.51,53.51
7440.00,E2C_3,5.00,52.38,172.27
7440.00,N2C_0,63.00,480.94,363.81
7440.00,N2C_1,61.00,457.87,363.93
7440.00,N2C_2,162.00,475.53,362.30
7440.00,N2C_3,58.00,473.54,360.27
7440.00,S2C_0,29.00,12.80,12.80
7440.00,S2C_1,31.00,26.11,26.11
7440.00,S2C_2,9.00,27.20,27.20
7440.00,S2C_3,54.00,82.32,82.32
7440.00,W2C_0,49.00,466.04,215.34
7440.00,W2C_1,91.00,471.65,361.84
7440.00,W2C_2,82.00,469.46,367.97
7440.00,W2C_3,33.00,474.91,362.22
7500.00,E2C_0,45.00,24.20,28.88
7500.00,E2C_1,120.00,75.72,75.72
7500.00,E2C_2,120.00,82.22,82.22
7500.00,E2C_3,63.00,139.83,139.83
7500.00,N2C_0,41.00,477.89,97.47
7500.00,N2C_1,17.00,480.13,363.71
7500.00,N2C_2,133.00,475.33,359.21
7500.00,N2C_3,42.00,466.19,362.01
7500.00,S2C_0,0.00,0.00,4.58
7500.00,S2C_2,52.00,32.09,32.09
7500.00,S2C_3,49.00,120.57,120.57
7500.00,W2C_0,72.00,469.10,284.92
7500.00,W2C_1,71.00,468.01,362.29
7500.00,W2C_2,81.00,464.75,365.92
7500.00,W2C_3,58.00,456.70,364.31
7560.00,E2C_1,1.00,3.28,3.28
7560.00,E2C_2,2.00,3.20,3.20
7560.00,E2C_3,4.00,6.42,23.76
7560.00,N2C_0,61.00,477.70,132.30
7560.00,N2C_1,61.00,467.98,356.13
7560.00,N2C_2,193.00,476.30,353.95
7560.00,N2C_3,64.00,439.61,363.19
7560.00,S2C_0,26.00,13.40,13.40
7560.00,S2C_1,52.00,60.01,60.01
7560.00,S2C_2,112.00,52.49,63.15
7560.00,S2C_3,57.00,132.83,132.83
7560.00,W2C_0,132.00,461.70,237.92
7560.00,W2C_1,112.00,466.70,361.32
7560.00,W2C_2,50.00,480.41,364.11
7560.00,W2C_3,49.00,449.78,361.28
7620.00,E2C_0,31.00,11.00,11.00
7620.00,E2C_1,53.00,34.51,34.51
7620.00,E2C_2,50.00,31.31,31.31
7620.00,E2C_3,62.00,47.91,47.91
7620.00,N2C_0,26.00,215.23,215.23
7620.00,N2C_1,25.00,474.74,372.00
7620.00,N2C_2,253.00,468.06,362.42
7620.00,N2C_3,73.00,467.42,362.53
7620.00,S2C_1,0.00,0.00,3.89
7620.00,S2C_2,51.00,30.00,36.84
7620.00,S2C_3,46.00,158.86,158.86
7620.00,W2C_0,172.00,363.46,363.46
7620.00,W2C_1,172.00,474.75,364.57
7620.00,W2C_2,100.00,476.29,360.57
7620.00,W2C_3,62.00,475.67,364.68
7680.00,E2C_1,6.00,24.09,28.69
7680.00,E2C_2,5.00,8.74,20.54
7680.00,E2C_3,3.00,3.22,3.22
7680.00,N2C_0,86.00,350.35,350.35
7680.00,N2C_1,82.00,475.69,362.79
7680.00,N2C_2,183.00,476.06,365.93
7680.00,N2C_3,109.00,470.89,364.55
7680.00,S2C_0,21.00,25.10,25.10
7680.00,S2C_1,55.00,54.31,54.31
7680.00,S2C_2,111.00,49.20,68.58
7680.00,S2C_3,106.00,167.92,167.92
7680.00,W2C_0,144.00,459.18,362.14
7680.00,W2C_1,162.00,474.09,362.66
7680.00,W2C_2,61.00,467.86,359.91
7680.00,W2C_3,90.00,474.81,364.03
7740.00,E2C_0,44.00,10.20,10.20
7740.00,E2C_1,64.00,83.22,83.22
7740.00,E2C_2,62.00,72.71,72.71
7740.00,E2C_3,56.00,41.81,41.81
7740.00,N2C_0,146.00,482.65,364.42
7740.00,N2C_1,142.00,479.25,356.88
7740.00,N2C_2,243.00,479.77,362.42
7740.00,N2C_3,53.00,472.93,360.92
7740.00,S2C_1,3.00,9.00,28.67
7740.00,S2C_2,3.00,18.71,29.82
7740.00,S2C_3,5.00,13.01,111.45
7740.00,W2C_0,177.00,481.36,362.14
7740.00,W2C_1,180.00,479.45,364.20
7740.00,W2C_2,62.00,472.15,365.57
7740.00,W2C_3,111.00,473.66,363.53
7800.00,E2C_0,0.00,0.00,3.20
7800.00,E2C_3,48.00,38.45,38.45
7800.00,N2C_0,206.00,477.95,363.06
7800.00,N2C_1,202.00,469.05,360.74
7800.00,N2C_2,116.00,474.42,365.29
7800.00,N2C_3,107.00,471.37,363.95
7800.00,S2C_0,1.00,8.77,8.77
7800.00,S2C_1,60.00,91.71,95.38
7800.00,S2C_2,61.00,94.73,94.73
7800.00,S2C_3,63.00,134.02,134.02
7800.00,W2C_0,106.00,481.09,362.67
7800.00,W2C_1,30.00,478.39,362.53
7800.00,W2C_2,52.00,474.58,362.15
7800.00,W2C_3,44.00,468.43,360.15
7860.00,E2C_0,33.00,10.20,10.20
7860.00,E2C_1,40.00,32.79,36.03
7860.00,E2C_2,47.00,37.41,37.41
7860.00,E2C_3,107.00,60.86,60.86
7860.00,N2C_0,197.00,475.62,358.00
7860.00,N2C_1,120.00,410.55,362.05
7860.00,N2C_2,109.00,472.41,364.52
7860.00,N2C_3,110.00,469.68,363.13
7860.00,S2C_0,2.00,5.50,5.50
7860.00,S2C_1,1.00,3.26,3.26
7860.00,S2C_3,18.00,71.26,71.26
7860.00,W2C_0,59.00,481.19,361.14
7860.00,W2C_1,62.00,437.21,358.12
7860.00,W2C_2,92.00,474.81,361.51
7860.00,W2C_3,56.00,466.19,363.24
7920.00,E2C_1,4.00,5.50,5.50
7920.00,E2C_2,2.00,5.52,5.52
7920.00,E2C_3,2.00,7.72,24.10
7920.00,N2C_0,60.00,477.39,364.33
7920.00,N2C_1,56.00,477.64,363.15
7920.00,N2C_2,134.00,476.16,363.31
7920.00,N2C_3,136.00,472.65,360.13
7920.00,S2C_0,57.00,30.08,30.08
7920.00,S2C_1,48.00,36.61,47.27
7920.00,S2C_2,45.00,43.81,43.81
7920.00,S2C_3,57.00,75.51,75.51
7920.00,W2C_0,62.00,451.66,340.15
7920.00,W2C_1,13.00,472.60,365.09
7920.00,W2C_2,52.00,477.31,363.21
7920.00,W2C_3,41.00,465.64,362.68
7980.00,E2C_0,17.00,10.00,10.00
7980.00,E2C_1,56.00,53.61,53.61
7980.00,E2C_2,55.00,44.41,51.62
7980.00,E2C_3,61.00,43.61,43.61
7980.00,N2C_0,28.00,472.17,361.01
7980.00,N2C_1,56.00,474.91,360.43
7980.00,N2C_2,78.00,474.85,362.26
7980.00,N2C_3,49.00,471.48,368.23
7980.00,S2C_1,0.00,0.00,4.24
7980.00,S2C_2,1.00,3.21,3.21
7980.00,S2C_3,46.00,82.26,85.96
7980.00,W2C_0,122.00,436.52,366.57
7980.00,W2C_1,31.00,466.66,354.50
7980.00,W2C_2,112.00,469.46,359.99
7980.00,W2C_3,66.00,465.27,364.69
8040.00,:Center_15_0,8.00,14.20,11.00
8040.00,E2C_0,0.00,0.00,4.13
8040.00,E2C_1,36.00,93.62,93.62
8040.00,E2C_2,33.00,90.32,97.75
8040.00,N2C_0,62.00,483.08,363.47
8040.00,N2C_1,65.00,472.88,360.09
8040.00,N2C_2,114.00,473.11,363.30
8040.00,N2C_3,59.00,467.62,365.45
8040.00,S2C_0,43.00,17.20,17.20
8040.00,S2C_1,51.00,45.02,45.02
8040.00,S2C_2,58.00,38.31,41.65
8040.00,S2C_3,54.00,87.22,87.22
8040.00,W2C_0,48.00,480.54,366.42
8040.00,W2C_1,83.00,477.61,364.18
8040.00,W2C_2,31.00,475.59,364.36
8040.00,W2C_3,50.00,475.85,362.11
8100.00,E2C_0,58.00,44.61,44.61
8100.00,E2C_1,62.00,124.52,124.52
8100.00,E2C_2,64.00,111.57,111.57
8100.00,E2C_3,3.00,11.01,11.01
8100.00,N2C_0,23.00,354.49,357.91
8100.00,N2C_1,11.00,416.81,353.07
8100.00,N2C_2,174.00,470.40,357.83
8100.00,N2C_3,33.00,467.08,363.29
8100.00,S2C_3,41.00,97.86,101.28
8100.00,W2C_0,55.00,328.62,339.00
8100.00,W2C_1,143.00,431.05,365.89
8100.00,W2C_2,91.00,474.80,361.92
8100.00,W2C_3,53.00,477.31,362.32
8160.00,E2C_0,1.00,3.43,3.43
8160.00,N2C_0,48.00,478.61,118.16
8160.00,N2C_1,59.00,477.41,325.44
8160.00,N2C_2,234.00,477.34,357.83
8160.00,N2C_3,93.00,471.16,363.87
8160.00,S2C_0,40.00,29.70,29.70
8160.00,S2C_1,34.00,33.21,33.21
8160.00,S2C_2,31.00,30.70,34.07
8160.00,S2C_3,56.00,120.02,120.02
8160.00,W2C_0,92.00,476.72,345.13
8160.00,W2C_1,123.00,469.60,363.99
8160.00,W2C_2,151.00,472.81,366.12
8160.00,W2C_3,46.00,471.61,363.95
8220.00,:Center_3_0,0.00,0.00,13.56
8220.00,E2C_0,57.00,32.01,32.01
8220.00,E2C_1,21.00,23.61,23.61
8220.00,E2C_2,18.00,22.41,22.41
8220.00,E2C_3,30.00,8.70,8.70
8220.00,N2C_0,23.00,413.76,226.19
8220.00,N2C_1,56.00,442.18,353.81
8220.00,N2C_2,88.00,472.03,360.58
8220.00,N2C_3,51.00,470.06,362.38
8220.00,S2C_1,3.00,5.50,5.50
8220.00,S2C_2,9.00,3.00,3.00
8220.00,S2C_3,7.00,101.09,101.09
8220.00,W2C_0,56.00,481.56,366.49
8220.00,W2C_1,183.00,475.54,361.32
8220.00,W2C_2,211.00,468.59,361.02
8220.00,W2C_3,56.00,467.19,361.85
8280.00,E2C_1,1.00,3.51,3.51
8280.00,E2C_2,3.00,3.20,3.20
8280.00,N2C_0,62.00,476.31,255.01
8280.00,N2C_1,107.00,473.57,322.69
8280.00,N2C_2,96.00,476.99,360.85
8280.00,N2C_3,89.00,469.06,361.32
8280.00,S2C_0,39.00,25.91,25.91
8280.00,S2C_1,58.00,36.30,36.30
8280.00,S2C_2,69.00,43.94,43.94
8280.00,S2C_3,55.00,93.84,93.84
8280.00,W2C_0,80.00,466.78,360.38
8280.00,W2C_1,243.00,456.07,364.52
8280.00,W2C_2,271.00,472.78,365.85
8280.00,W2C_3,57.00,475.95,361.88
8340.00,E2C_0,23.00,7.20,7.20
8340.00,E2C_1,56.00,50.11,50.11
8340.00,E2C_2,58.00,47.92,47.92
8340.00,E2C_3,8.00,7.70,7.70
8340.00,N2C_0,23.00,328.54,328.54
8340.00,N2C_1,167.00,408.67,362.73
8340.00,N2C_2,121.00,473.15,364.44
8340.00,N2C_3,63.00,474.18,362.04
8340.00,S2C_3,2.00,7.75,76.86
8340.00,W2C_0,62.00,482.98,364.24
8340.00,W2C_1,303.00,478.92,359.05
8340.00,W2C_2,120.00,471.97,361.74
8340.00,W2C_3,64.00,478.54,357.65
8400.00,E2C_3,18.00,39.55,39.55
8400.00,N2C_0,71.00,399.67,367.81
8400.00,N2C_1,227.00,460.65,361.20
8400.00,N2C_2,136.00,474.59,363.66
8400.00,N2C_3,60.00,470.96,361.20
8400.00,S2C_0,55.00,32.31,35.53
8400.00,S2C_1,40.00,23.61,23.61
8400.00,S2C_2,31.00,31.20,31.20
8400.00,S2C_3,62.00,87.72,87.72
8400.00,W2C_0,46.00,482.58,124.43
8400.00,W2C_1,247.00,475.91,362.97
8400.00,W2C_2,55.00,478.90,363.95
8400.00,W2C_3,30.00,475.48,368.64
8460.00,E2C_0,46.00,18.90,18.90
8460.00,E2C_1,52.00,26.86,26.86
8460.00,E2C_2,38.00,25.11,25.11
8460.00,E2C_3,77.00,57.01,57.01
8460.00,N2C_0,131.00,473.60,356.36
8460.00,N2C_1,287.00,470.54,360.87
8460.00,N2C_2,139.00,478.26,367.06
8460.00,N2C_3,42.00,472.13,361.37
8460.00,S2C_0,3.00,9.00,9.00
8460.00,W2C_0,29.00,479.45,223.30
8460.00,W2C_1,60.00,399.42,360.93
8460.00,W2C_2,77.00,477.17,354.18
8460.00,W2C_3,63.00,477.37,364.86
8520.00,E2C_2,3.00,4.00,4.00
8520.00,E2C_3,39.00,61.36,61.36
8520.00,N2C_0,55.00,477.94,346.19
8520.00,N2C_1,39.00,477.71,363.52
8520.00,N2C_2,196.00,478.26,367.05
8520.00,N2C_3,64.00,468.29,363.85
8520.00,S2C_0,57.00,62.81,62.81
8520.00,S2C_1,34.00,27.21,27.21
8520.00,S2C_2,34.00,33.21,33.21
8520.00,W2C_0,19.00,348.73,351.95
8520.00,W2C_1,9.00,445.11,355.90
8520.00,W2C_2,43.00,475.43,364.48
8520.00,W2C_3,33.00,464.40,363.44
8580.00,E2C_0,47.00,18.90,18.90
8580.00,E2C_1,46.00,38.51,38.51
8580.00,E2C_2,44.00,42.41,42.41
8580.00,E2C_3,64.00,82.62,82.62
8580.00,N2C_0,48.00,473.63,363.39
8580.00,N2C_1,30.00,470.23,361.54
8580.00,N2C_2,136.00,468.02,363.42
8580.00,N2C_3,46.00,464.13,363.66
8580.00,S2C_3,10.00,31.35,31.35
8580.00,W2C_0,17.00,475.58,350.05
8580.00,W2C_1,57.00,472.99,359.34
8580.00,W2C_2,58.00,476.41,361.74
8580.00,W2C_3,62.00,447.89,363.16
8640.00,:Center_15_0,6.00,15.06,11.64
8640.00,E2C_1,1.00,3.24,3.24
8640.00,E2C_2,2.00,3.35,3.35
8640.00,E2C_3,38.00,100.46,100.46
8640.00,N2C_0,29.00,398.81,365.36
8640.00,N2C_1,51.00,479.66,366.28
8640.00,N2C_2,111.00,478.50,362.52
8640.00,N2C_3,68.00,463.11,363.27
8640.00,S2C_0,45.00,16.40,16.40
8640.00,S2C_1,32.00,13.60,13.60
8640.00,S2C_2,37.00,17.31,17.31
8640.00,S2C_3,60.00,61.01,61.01
8640.00,W2C_0,36.00,475.87,359.47
8640.00,W2C_1,13.00,483.06,363.00
8640.00,W2C_2,52.00,473.89,358.04
8640.00,W2C_3,47.00,470.11,365.38
8700.00,:Center_3_0,0.00,0.00,11.24
8700.00,E2C_0,30.00,34.61,34.61
8700.00,E2C_1,58.00,47.61,58.68
8700.00,E2C_2,50.00,49.31,49.31
8700.00,E2C_3,64.00,111.02,111.02
8700.00,N2C_0,43.00,472.90,268.50
8700.00,N2C_1,36.00,475.54,357.38
8700.00,N2C_2,81.00,471.50,362.66
8700.00,N2C_3,43.00,437.76,363.27
8700.00,S2C_1,3.00,4.00,4.00
8700.00,S2C_3,37.00,74.86,74.86
8700.00,W2C_0,96.00,211.56,216.09
8700.00,W2C_1,57.00,420.53,361.41
8700.00,W2C_2,82.00,474.04,361.85
8700.00,W2C_3,53.00,464.35,363.39
8760.00,E2C_0,0.00,0.00,3.37
8760.00,E2C_2,0.00,0.00,6.66
8760.00,E2C_3,40.00,108.26,108.26
8760.00,N2C_0,40.00,338.68,338.68
8760.00,N2C_1,75.00,472.33,362.37
8760.00,N2C_2,141.00,471.50,362.07
8760.00,N2C_3,62.00,468.70,360.57
8760.00,S2C_0,53.00,33.21,33.21
8760.00,S2C_1,41.00,41.63,41.63
8760.00,S2C_2,44.00,36.41,36.41
8760.00,S2C_3,57.00,80.12,80.12
8760.00,W2C_0,33.00,329.79,329.79
8760.00,W2C_1,17.00,469.04,360.07
8760.00,W2C_2,63.00,467.38,356.87
8760.00,W2C_3,48.00,466.79,362.77
8820.00,E2C_0,45.00,39.71,39.71
8820.00,E2C_1,47.00,34.41,34.41
8820.00,E2C_2,60.00,38.08,38.08
8820.00,E2C_3,58.00,141.03,141.03
8820.00,N2C_0,52.00,403.95,372.50
8820.00,N2C_1,125.00,479.65,360.34
8820.00,N2C_2,72.00,476.35,357.82
8820.00,N2C_3,135.00,475.39,363.46
8820.00,S2C_2,2.00,3.20,3.20
8820.00,S2C_3,7.00,46.39,74.66
8820.00,W2C_0,64.00,417.56,373.12
8820.00,W2C_1,58.00,432.08,343.11
8820.00,W2C_2,111.00,461.00,362.78
8820.00,W2C_3,107.00,464.44,363.58
8880.00,E2C_2,1.00,3.21,3.21
8880.00,E2C_3,44.00,139.09,139.09
8880.00,N2C_0,62.00,477.62,278.02
8880.00,N2C_1,185.00,443.69,363.16
8880.00,N2C_2,74.00,476.60,365.96
8880.00,N2C_3,60.00,471.62,363.66
8880.00,S2C_0,47.00,51.61,51.61
8880.00,S2C_1,49.00,30.20,30.20
8880.00,S2C_2,31.00,16.60,16.60
8880.00,S2C_3,58.00,79.82,79.82
8880.00,W2C_0,18.00,474.77,362.99
8880.00,W2C_1,5.00,394.53,356.26
8880.00,W2C_2,55.00,474.05,362.09
8880.00,W2C_3,47.00,470.81,361.66
8940.00,E2C_0,22.00,10.20,10.20
8940.00,E2C_1,54.00,50.11,50.11
8940.00,E2C_2,51.00,53.33,53.33
8940.00,E2C_3,102.00,148.14,148.14
8940.00,N2C_0,35.00,464.49,336.68
8940.00,N2C_1,28.00,396.47,361.24
8940.00,N2C_2,95.00,473.21,365.93
8940.00,N2C_3,43.00,464.59,363.71
8940.00,S2C_0,0.00,0.00,3.24
8940.00,S2C_3,18.00,86.66,86.66
8940.00,W2C_0,57.00,398.76,291.52
8940.00,W2C_1,58.00,298.95,298.95
8940.00,W2C_2,87.00,474.63,354.98
8940.00,W2C_3,56.00,475.65,361.52
9000.00,E2C_2,40.00,36.17,36.17
9000.00,E2C_3,43.00,138.37,138.37
9000.00,N2C_0,86.00,238.66,243.59
9000.00,N2C_1,88.00,461.12,362.20
9000.00,N2C_2,151.00,460.75,364.89
9000.00,N2C_3,103.00,465.26,363.43
9000.00,S2C_0,58.00,37.21,37.21
9000.00,S2C_1,40.00,25.91,25.91
9000.00,S2C_2,37.00,28.52,28.52
9000.00,S2C_3,63.00,101.54,101.54
9000.00,W2C_0,4.00,368.44,363.92
9000.00,W2C_1,58.00,468.40,363.61
9000.00,W2C_2,63.00,477.79,363.05
9000.00,W2C_3,101.00,470.53,360.26
9060.00,E2C_0,48.00,26.81,26.81
9060.00,E2C_1,45.00,30.11,30.11
9060.00,E2C_2,100.00,28.92,28.92
9060.00,E2C_3,58.00,174.44,174.44
9060.00,N2C_0,76.00,331.48,331.48
