id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized
f_N_peak_m.1,3.00,N2C_0,2.30,0.00,0.00,78.00,C2S_0,483.20,15.47,75.00,997.70,0.00,0,0.00,10.12,0,tripinfo_f_N_peak_m.1,motorcycle,1.12,
f_S_peak_m.0,0.00,S2C_0,2.30,0.00,0.00,84.00,C2E_1,483.20,12.64,84.00,993.77,0.00,0,0.00,12.77,0,tripinfo_f_S_peak_m.0,motorcycle,1.01,
f_S_peak_m.3,9.00,S2C_0,2.30,0.00,0.00,88.00,C2N_0,483.20,13.14,79.00,997.70,0.00,0,0.00,9.12,0,tripinfo_f_S_peak_m.3,motorcycle,1.04,
f_N_peak_m.2,6.00,N2C_0,4.60,0.00,0.00,90.00,C2S_0,483.20,12.40,84.00,995.40,0.00,0,0.00,7.53,0,tripinfo_f_N_peak_m.2,car,0.94,
f_N_peak_m.0,0.00,N2C_0,2.30,0.00,0.00,93.00,C2E_0,483.20,12.30,93.00,973.13,0.00,0,0.00,12.84,0,tripinfo_f_N_peak_m.0,motorcycle,0.89,
f_N_peak_m.3,9.00,N2C_0,2.30,0.00,0.00,93.00,C2S_1,483.20,12.40,84.00,997.70,0.00,0,0.00,10.25,0,tripinfo_f_N_peak_m.3,motorcycle,0.97,
f_N_peak_m.4,12.00,N2C_0,4.60,0.00,0.00,95.00,C2S_0,483.20,12.49,83.00,995.40,0.00,0,0.00,6.66,0,tripinfo_f_N_peak_m.4,car,0.95,
f_E_peak_m.6,19.00,E2C_0,4.60,0.00,1.00,95.00,C2S_1,483.20,15.26,76.00,970.83,0.00,0,0.00,11.90,0,tripinfo_f_E_peak_m.6,car,1.10,
f_S_peak_m.1,3.00,S2C_0,2.30,0.00,0.00,96.00,C2N_0,483.20,12.41,93.00,997.70,0.00,0,0.00,12.64,0,tripinfo_f_S_peak_m.1,motorcycle,0.90,
f_S_peak_m.2,6.00,S2C_0,2.30,0.00,0.00,96.00,C2E_1,483.20,13.23,90.00,993.77,7.00,2,0.00,23.96,0,tripinfo_f_S_peak_m.2,motorcycle,1.10,
f_E_peak_m.0,0.00,E2C_0,4.60,0.00,0.00,98.00,C2W_0,483.20,15.14,98.00,995.40,20.00,1,0.00,32.06,0,tripinfo_f_E_peak_m.0,car,1.09,
f_E_peak_m.2,7.00,E2C_0,4.60,0.00,1.00,100.00,C2W_1,483.20,13.60,93.00,995.40,9.00,1,0.00,22.43,0,tripinfo_f_E_peak_m.2,car,1.02,
f_E_peak_m.7,23.00,E2C_0,4.60,0.00,2.00,102.00,C2W_2,483.20,13.94,79.00,995.40,0.00,0,0.00,13.28,0,tripinfo_f_E_peak_m.7,car,1.09,
f_W_peak_m.0,0.00,W2C_0,4.60,0.00,0.00,104.00,C2E_0,483.20,11.63,104.00,995.40,15.00,1,0.00,26.16,0,tripinfo_f_W_peak_m.0,car,0.92,
f_W_peak_m.1,3.00,W2C_0,2.30,0.00,0.00,105.00,C2E_1,483.20,12.30,102.00,997.70,10.00,1,0.00,26.01,0,tripinfo_f_W_peak_m.1,motorcycle,0.95,
f_W_peak_m.3,11.00,W2C_0,8.10,0.00,2.00,105.00,C2E_2,483.20,13.55,94.00,991.90,6.00,1,0.00,21.52,0,tripinfo_f_W_peak_m.3,truck,0.99,
f_E_peak_m.5,15.00,E2C_0,12.10,0.00,0.00,107.00,C2W_2,483.20,13.78,92.00,987.90,2.00,1,0.00,20.82,0,tripinfo_f_E_peak_m.5,bus,1.00,
f_W_peak_m.6,18.00,W2C_0,12.10,0.00,0.00,107.00,C2E_1,483.20,13.88,89.00,987.90,0.00,0,0.00,17.02,0,tripinfo_f_W_peak_m.6,bus,1.00,
f_E_peak_m.9,27.00,E2C_0,8.10,0.00,0.00,107.00,C2W_0,483.20,13.87,80.00,991.90,0.00,0,0.00,8.06,0,tripinfo_f_E_peak_m.9,truck,1.00,
f_W_peak_m.8,24.00,W2C_0,2.30,0.00,0.00,108.00,C2E_3,483.20,13.86,84.00,997.70,0.00,0,0.00,15.55,0,tripinfo_f_W_peak_m.8,motorcycle,1.06,
f_E_peak_m.4,12.00,E2C_0,2.30,0.00,0.00,109.00,C2W_0,483.20,12.66,97.00,997.70,2.00,1,0.00,19.07,0,tripinfo_f_E_peak_m.4,motorcycle,0.93,
f_W_peak_m.7,22.00,W2C_0,4.60,0.00,1.00,109.00,C2E_0,483.20,12.48,87.00,995.40,0.00,0,0.00,10.02,0,tripinfo_f_W_peak_m.7,car,0.93,
f_W_peak_m.9,27.00,W2C_0,12.10,0.00,0.00,109.00,C2E_2,483.20,13.61,82.00,987.90,0.00,0,0.00,10.39,0,tripinfo_f_W_peak_m.9,bus,1.00,
f_E_peak_m.10,31.00,E2C_0,4.60,0.00,1.00,110.00,C2W_1,483.20,13.03,79.00,995.40,0.00,0,0.00,8.48,0,tripinfo_f_E_peak_m.10,car,1.02,
f_W_peak_m.10,30.00,W2C_0,2.30,0.00,0.00,112.00,C2E_0,483.20,11.61,82.00,997.70,0.00,0,0.00,9.76,0,tripinfo_f_W_peak_m.10,motorcycle,1.00,
f_E_peak_m.11,33.00,E2C_0,4.60,0.00,0.00,113.00,C2W_1,483.20,12.96,80.00,995.40,0.00,0,0.00,7.13,0,tripinfo_f_E_peak_m.11,car,0.99,
f_E_peak_m.8,24.00,E2C_0,4.60,0.00,0.00,114.00,C2S_0,483.20,11.51,90.00,970.83,0.00,0,0.00,8.65,0,tripinfo_f_E_peak_m.8,car,0.88,
f_E_peak_m.3,9.00,E2C_0,2.30,0.00,0.00,115.00,C2W_0,483.20,11.22,106.00,997.70,1.00,1,0.00,18.30,0,tripinfo_f_E_peak_m.3,motorcycle,0.83,
f_W_peak_m.14,42.00,W2C_0,2.30,0.00,0.00,117.00,C2N_1,483.20,14.53,75.00,973.13,0.00,0,0.00,9.73,0,tripinfo_f_W_peak_m.14,motorcycle,1.08,
f_E_peak_m.13,39.00,E2C_0,2.30,0.00,0.00,119.00,C2S_0,483.20,14.17,80.00,973.13,0.00,0,0.00,11.58,0,tripinfo_f_E_peak_m.13,motorcycle,1.03,
f_W_peak_m.11,33.00,W2C_0,2.30,0.00,0.00,120.00,C2N_0,483.20,13.05,87.00,973.13,0.00,0,0.00,13.17,0,tripinfo_f_W_peak_m.11,motorcycle,0.96,
f_W_peak_m.17,51.00,W2C_0,4.60,0.00,0.00,120.00,C2E_1,483.20,15.61,69.00,995.40,0.00,0,0.00,6.28,0,tripinfo_f_W_peak_m.17,car,1.14,
f_W_peak_m.12,36.00,W2C_0,3.10,0.00,0.00,121.00,C2E_0,483.20,12.67,85.00,996.90,0.00,0,0.00,7.59,0,tripinfo_f_W_peak_m.12,rickshaw,0.93,
f_E_peak_m.14,42.00,E2C_0,2.30,0.00,0.00,123.00,C2W_0,483.20,12.17,81.00,997.70,0.00,0,0.00,9.96,0,tripinfo_f_E_peak_m.14,motorcycle,1.02,
f_E_peak_m.17,51.00,E2C_0,4.60,0.00,0.00,123.00,C2W_1,483.20,14.18,72.00,995.40,0.00,0,0.00,6.53,0,tripinfo_f_E_peak_m.17,car,1.10,
f_W_peak_m.19,57.00,W2C_0,2.30,0.00,0.00,124.00,C2E_2,483.20,15.34,67.00,997.70,0.00,0,0.00,8.80,0,tripinfo_f_W_peak_m.19,motorcycle,1.25,
f_W_peak_m.15,45.00,W2C_0,8.10,0.00,0.00,126.00,C2E_0,483.20,13.34,81.00,991.90,0.00,0,0.00,7.16,0,tripinfo_f_W_peak_m.15,truck,0.97,
f_E_peak_m.15,45.00,E2C_0,2.30,0.00,0.00,127.00,C2W_0,483.20,12.28,82.00,997.70,0.00,0,0.00,10.59,0,tripinfo_f_E_peak_m.15,motorcycle,1.01,
f_E_peak_m.16,48.00,E2C_0,2.30,0.00,0.00,127.00,C2S_0,483.20,14.00,79.00,973.13,0.00,0,0.00,11.56,0,tripinfo_f_E_peak_m.16,motorcycle,1.06,
f_W_peak_m.13,39.00,W2C_0,2.30,0.00,0.00,128.00,C2E_0,483.20,12.53,89.00,997.70,0.00,0,0.00,10.15,0,tripinfo_f_W_peak_m.13,motorcycle,0.92,
f_E_peak_m.18,54.00,E2C_0,2.30,0.00,0.00,132.00,C2W_0,483.20,14.17,78.00,997.70,0.00,0,0.00,10.35,0,tripinfo_f_E_peak_m.18,motorcycle,1.07,
f_W_peak_m.18,54.00,W2C_0,12.10,0.00,0.00,134.00,C2E_0,483.20,13.85,80.00,987.90,0.00,0,0.00,8.74,0,tripinfo_f_W_peak_m.18,bus,1.00,
f_W_peak_m.2,6.00,W2C_0,12.10,0.00,0.00,140.00,C2S_0,483.20,13.68,134.00,983.97,39.00,2,0.00,61.97,0,tripinfo_f_W_peak_m.2,bus,1.00,
f_W_peak_m.21,63.00,W2C_0,8.10,0.00,0.00,140.00,C2N_0,483.20,14.61,77.00,967.33,0.00,0,0.00,10.89,0,tripinfo_f_W_peak_m.21,truck,1.07,
f_E_peak_m.21,63.00,E2C_0,12.10,0.00,0.00,143.00,C2W_0,483.20,13.78,80.00,987.90,0.00,0,0.00,8.43,0,tripinfo_f_E_peak_m.21,bus,1.00,
f_W_peak_m.16,48.00,W2C_0,2.30,0.00,0.00,144.00,C2E_0,483.20,11.25,96.00,997.70,0.00,0,0.00,12.23,0,tripinfo_f_W_peak_m.16,motorcycle,0.86,
f_W_peak_m.20,60.00,W2C_0,2.30,0.00,0.00,145.00,C2E_1,483.20,11.41,85.00,997.70,0.00,0,0.00,10.50,0,tripinfo_f_W_peak_m.20,motorcycle,0.97,
f_W_peak_m.22,67.00,W2C_0,4.60,0.00,1.00,145.00,C2N_0,483.20,13.38,78.00,970.83,0.00,0,0.00,9.72,0,tripinfo_f_W_peak_m.22,car,1.03,
f_E_peak_m.1,3.00,E2C_0,12.10,0.00,0.00,149.00,C2N_1,483.20,13.60,146.00,983.97,51.00,2,0.00,74.48,0,tripinfo_f_E_peak_m.1,bus,1.00,
f_E_peak_m.23,69.00,E2C_0,2.30,0.00,0.00,149.00,C2W_0,483.20,14.30,80.00,997.70,1.00,1,0.00,10.00,0,tripinfo_f_E_peak_m.23,motorcycle,1.03,
f_E_peak_m.22,66.00,E2C_0,3.10,0.00,0.00,152.00,C2W_0,483.20,13.07,86.00,996.90,0.00,0,0.00,9.76,0,tripinfo_f_E_peak_m.22,rickshaw,0.94,
f_E_peak_m.24,72.00,E2C_0,2.30,0.00,0.00,152.00,C2W_1,483.20,13.27,80.00,997.70,0.00,0,0.00,10.34,0,tripinfo_f_E_peak_m.24,motorcycle,1.03,
f_E_peak_m.12,36.00,E2C_0,2.30,0.00,0.00,153.00,C2N_1,483.20,12.01,117.00,993.77,27.00,1,0.00,46.58,0,tripinfo_f_E_peak_m.12,motorcycle,1.02,
f_E_peak_m.20,60.00,E2C_0,2.30,0.00,0.00,153.00,C2N_3,483.20,13.51,93.00,993.77,8.00,1,0.00,27.30,0,tripinfo_f_E_peak_m.20,motorcycle,1.10,
f_E_peak_m.19,57.00,E2C_0,3.10,0.00,0.00,155.00,C2N_1,483.20,14.26,98.00,992.97,7.00,2,0.00,30.26,0,tripinfo_f_E_peak_m.19,rickshaw,1.06,
f_W_peak_m.23,69.00,W2C_0,2.30,0.00,0.00,155.00,C2N_0,483.20,13.75,86.00,973.13,0.00,0,0.00,15.20,0,tripinfo_f_W_peak_m.23,motorcycle,1.00,
f_W_peak_m.4,15.00,W2C_0,4.60,0.00,3.00,160.00,C2S_0,483.20,11.33,145.00,991.47,38.00,2,0.00,62.54,0,tripinfo_f_W_peak_m.4,car,0.87,
f_W_peak_m.5,16.00,W2C_0,2.30,0.00,1.00,160.00,C2S_1,483.20,11.10,144.00,993.77,38.00,2,0.00,69.00,0,tripinfo_f_W_peak_m.5,motorcycle,0.97,
f_S_peak_m.9,27.00,S2C_0,4.60,0.00,0.00,162.00,C2N_2,483.20,13.51,135.00,995.40,52.00,1,0.00,66.14,0,tripinfo_f_S_peak_m.9,car,1.05,
f_N_peak_m.6,18.00,N2C_0,3.10,0.00,0.00,163.00,C2E_0,483.20,13.59,145.00,972.33,56.00,1,0.00,74.84,0,tripinfo_f_N_peak_m.6,rickshaw,1.02,
f_N_peak_m.11,33.00,N2C_0,2.30,0.00,0.00,163.00,C2S_1,483.20,14.01,130.00,997.70,45.00,1,0.00,65.32,0,tripinfo_f_N_peak_m.11,motorcycle,1.12,
f_S_peak_m.4,12.00,S2C_0,2.30,0.00,0.00,164.00,C2W_0,483.20,12.50,152.00,973.13,62.00,1,0.00,77.85,0,tripinfo_f_S_peak_m.4,motorcycle,0.96,
f_N_peak_m.5,15.00,N2C_0,2.30,0.00,0.00,164.00,C2S_0,483.20,12.34,149.00,997.70,62.00,1,0.00,76.75,0,tripinfo_f_N_peak_m.5,motorcycle,1.01,
f_S_peak_m.6,18.00,S2C_0,4.60,0.00,0.00,164.00,C2W_1,483.20,12.28,146.00,970.83,59.00,1,0.00,70.71,0,tripinfo_f_S_peak_m.6,car,0.94,
f_S_peak_m.8,24.00,S2C_0,4.60,0.00,0.00,164.00,C2N_0,483.20,12.28,140.00,995.40,52.00,1,0.00,63.91,0,tripinfo_f_S_peak_m.8,car,0.95,
f_N_peak_m.10,30.00,N2C_0,3.10,0.00,0.00,165.00,C2S_3,483.20,13.52,135.00,996.90,44.00,1,0.00,62.78,0,tripinfo_f_N_peak_m.10,rickshaw,1.00,
f_N_peak_m.26,78.00,N2C_0,2.30,0.00,0.00,165.00,C2E_1,483.20,13.35,87.00,973.13,0.00,0,0.00,16.37,0,tripinfo_f_N_peak_m.26,motorcycle,1.00,
f_S_peak_m.5,15.00,S2C_0,4.60,0.00,0.00,166.00,C2N_0,483.20,11.73,151.00,995.40,56.00,1,0.00,70.21,0,tripinfo_f_S_peak_m.5,car,0.89,
f_N_peak_m.14,42.00,N2C_0,2.30,0.00,0.00,166.00,C2S_2,483.20,12.89,124.00,997.70,36.00,2,0.00,57.27,0,tripinfo_f_N_peak_m.14,motorcycle,1.09,
f_S_peak_m.17,51.00,S2C_0,2.30,0.00,0.00,166.00,C2W_1,483.20,15.14,115.00,973.13,35.00,1,0.00,52.49,0,tripinfo_f_S_peak_m.17,motorcycle,1.14,
f_S_peak_m.7,21.00,S2C_0,4.60,0.00,0.00,168.00,C2N_1,483.20,12.10,147.00,995.40,55.00,1,0.00,67.12,0,tripinfo_f_S_peak_m.7,car,0.91,
f_S_peak_m.11,34.00,S2C_0,12.10,0.00,1.00,168.00,C2N_0,483.20,13.79,134.00,987.90,44.00,1,0.00,62.69,0,tripinfo_f_S_peak_m.11,bus,1.00,
f_S_peak_m.13,39.00,S2C_0,2.30,0.00,0.00,168.00,C2W_1,483.20,13.14,129.00,973.13,42.00,1,0.00,65.13,0,tripinfo_f_S_peak_m.13,motorcycle,1.12,
f_N_peak_m.7,21.00,N2C_0,2.30,0.00,0.00,169.00,C2S_0,483.20,10.18,148.00,997.70,49.00,1,0.00,67.64,0,tripinfo_f_N_peak_m.7,motorcycle,0.90,
f_S_peak_m.10,30.00,S2C_0,2.30,0.00,0.00,169.00,C2W_0,483.20,12.25,139.00,973.13,44.00,1,0.00,63.29,0,tripinfo_f_S_peak_m.10,motorcycle,0.94,
f_S_peak_m.16,48.00,S2C_0,2.30,0.00,0.00,169.00,C2N_2,483.20,14.06,121.00,997.70,34.00,1,0.00,52.58,0,tripinfo_f_S_peak_m.16,motorcycle,1.05,
f_S_peak_m.31,93.00,S2C_0,4.60,0.00,0.00,169.00,C2W_2,483.20,15.04,76.00,970.83,0.00,0,0.00,13.44,0,tripinfo_f_S_peak_m.31,car,1.13,
f_S_peak_m.14,42.00,S2C_0,4.60,0.00,0.00,170.00,C2N_1,483.20,11.24,128.00,995.40,34.00,1,0.00,47.80,0,tripinfo_f_S_peak_m.14,car,0.90,
f_N_peak_m.19,57.00,N2C_0,3.10,0.00,0.00,170.00,C2S_3,483.20,13.51,113.00,996.90,22.00,1,0.00,42.06,0,tripinfo_f_N_peak_m.19,rickshaw,1.01,
f_S_peak_m.24,72.00,S2C_0,8.10,0.00,0.00,170.00,C2W_1,483.20,14.28,98.00,967.33,11.00,1,0.00,31.22,0,tripinfo_f_S_peak_m.24,truck,1.05,
f_N_peak_m.15,45.00,N2C_0,4.60,0.00,0.00,171.00,C2S_1,483.20,13.32,126.00,995.40,36.00,1,0.00,51.75,0,tripinfo_f_N_peak_m.15,car,0.98,
f_S_peak_m.19,57.00,S2C_0,8.10,0.00,0.00,171.00,C2N_2,483.20,13.47,114.00,991.90,25.00,1,0.00,41.62,0,tripinfo_f_S_peak_m.19,truck,0.99,
f_S_peak_m.21,64.00,S2C_0,4.60,0.00,1.00,171.00,C2N_3,483.20,14.17,107.00,995.40,21.00,1,0.00,40.26,0,tripinfo_f_S_peak_m.21,car,1.08,
f_N_peak_m.18,54.00,N2C_0,2.30,0.00,0.00,172.00,C2S_2,483.20,11.24,118.00,997.70,24.00,1,0.00,43.62,0,tripinfo_f_N_peak_m.18,motorcycle,0.97,
f_N_peak_m.12,36.00,N2C_0,2.30,0.00,0.00,173.00,C2S_0,483.20,10.57,137.00,997.70,39.00,1,0.00,57.44,0,tripinfo_f_N_peak_m.12,motorcycle,0.91,
f_S_peak_m.20,60.00,S2C_0,3.10,0.00,0.00,173.00,C2N_0,483.20,13.34,113.00,996.90,22.00,1,0.00,42.41,0,tripinfo_f_S_peak_m.20,rickshaw,1.02,
f_S_peak_m.27,81.00,S2C_0,2.30,0.00,0.00,173.00,C2N_2,483.20,15.25,92.00,997.70,6.00,1,0.00,32.21,0,tripinfo_f_S_peak_m.27,motorcycle,1.21,
f_S_peak_m.18,54.00,S2C_0,2.30,0.00,0.00,176.00,C2N_0,483.20,12.59,122.00,997.70,25.00,1,0.00,45.46,0,tripinfo_f_S_peak_m.18,motorcycle,0.95,
f_N_peak_m.22,66.00,N2C_0,2.30,0.00,0.00,176.00,C2S_2,483.20,13.67,110.00,997.70,18.00,1,0.00,37.22,0,tripinfo_f_N_peak_m.22,motorcycle,0.99,
f_S_peak_m.22,66.00,S2C_0,3.10,0.00,0.00,176.00,C2N_1,483.20,13.54,110.00,996.90,15.00,1,0.00,36.18,0,tripinfo_f_S_peak_m.22,rickshaw,0.98,
f_S_peak_m.26,78.00,S2C_0,2.30,0.00,0.00,177.00,C2N_2,483.20,14.44,99.00,997.70,6.00,1,0.00,30.30,0,tripinfo_f_S_peak_m.26,motorcycle,1.06,
f_N_peak_m.23,69.00,N2C_0,2.30,0.00,0.00,178.00,C2S_2,483.20,13.94,109.00,997.70,15.00,1,0.00,38.82,0,tripinfo_f_N_peak_m.23,motorcycle,1.02,
f_S_peak_m.25,75.00,S2C_0,3.10,0.00,0.00,178.00,C2N_1,483.20,13.54,103.00,996.90,8.00,1,0.00,33.13,0,tripinfo_f_S_peak_m.25,rickshaw,1.04,
f_S_peak_m.29,87.00,S2C_0,8.10,0.00,0.00,178.00,C2N_3,483.20,13.72,91.00,991.90,0.00,0,0.00,19.66,0,tripinfo_f_S_peak_m.29,truck,1.00,
f_N_peak_m.17,51.00,N2C_0,2.30,0.00,0.00,179.00,C2S_0,483.20,10.42,128.00,997.70,24.00,2,0.00,47.98,0,tripinfo_f_N_peak_m.17,motorcycle,0.91,
f_N_peak_m.16,48.00,N2C_0,2.30,0.00,0.00,180.00,C2S_1,483.20,9.93,132.00,997.70,26.00,1,0.00,45.22,0,tripinfo_f_N_peak_m.16,motorcycle,0.83,
f_N_peak_m.34,102.00,N2C_0,2.30,0.00,0.00,180.00,C2S_2,483.20,13.94,78.00,997.70,0.00,0,0.00,10.09,0,tripinfo_f_N_peak_m.34,motorcycle,1.06,
f_S_peak_m.23,70.00,S2C_0,4.60,0.00,1.00,181.00,C2N_0,483.20,11.20,111.00,995.40,12.00,1,0.00,29.78,0,tripinfo_f_S_peak_m.23,car,0.89,
f_N_peak_m.31,93.00,N2C_0,3.10,0.00,0.00,181.00,C2E_0,483.20,12.58,88.00,972.33,0.00,0,0.00,10.13,0,tripinfo_f_N_peak_m.31,rickshaw,0.91,
f_S_peak_m.33,99.00,S2C_0,3.10,0.00,0.00,181.00,C2N_1,483.20,14.02,82.00,996.90,0.00,0,0.00,10.10,0,tripinfo_f_S_peak_m.33,rickshaw,1.01,
f_N_peak_m.20,60.00,N2C_0,2.30,0.00,0.00,182.00,C2S_0,483.20,11.04,122.00,997.70,16.00,1,0.00,38.19,0,tripinfo_f_N_peak_m.20,motorcycle,0.87,
f_S_peak_m.28,84.00,S2C_0,2.30,0.00,0.00,184.00,C2N_0,483.20,11.18,100.00,997.70,2.00,1,0.00,23.33,0,tripinfo_f_S_peak_m.28,motorcycle,0.94,
f_N_peak_m.30,90.00,N2C_0,2.30,0.00,0.00,184.00,C2S_0,483.20,12.04,94.00,997.70,0.00,0,0.00,11.48,0,tripinfo_f_N_peak_m.30,motorcycle,0.88,
f_N_peak_m.32,96.00,N2C_0,4.60,0.00,0.00,184.00,C2S_1,483.20,12.44,88.00,995.40,0.00,0,0.00,7.40,0,tripinfo_f_N_peak_m.32,car,0.90,
f_S_peak_m.34,104.00,S2C_0,12.10,0.00,2.00,184.00,C2N_1,483.20,13.72,80.00,987.90,0.00,0,0.00,8.45,0,tripinfo_f_S_peak_m.34,bus,1.00,
f_N_peak_m.33,99.00,N2C_0,12.10,0.00,0.00,186.00,C2S_1,483.20,13.71,87.00,987.90,0.00,0,0.00,14.99,0,tripinfo_f_N_peak_m.33,bus,1.00,
f_N_peak_m.35,105.00,N2C_0,2.30,0.00,0.00,186.00,C2E_0,483.20,13.48,81.00,973.13,0.00,0,0.00,12.06,0,tripinfo_f_N_peak_m.35,motorcycle,1.03,
f_N_peak_m.37,111.00,N2C_0,2.30,0.00,0.00,188.00,C2S_0,483.20,14.86,77.00,997.70,0.00,0,0.00,10.76,0,tripinfo_f_N_peak_m.37,motorcycle,1.10,
f_S_peak_m.38,114.00,S2C_0,4.60,0.00,0.00,190.00,C2N_1,483.20,13.38,76.00,995.40,0.00,0,0.00,6.83,0,tripinfo_f_S_peak_m.38,car,1.04,
f_S_peak_m.30,91.00,S2C_0,4.60,0.00,1.00,191.00,C2N_0,483.20,10.85,100.00,995.40,0.00,0,0.00,10.61,0,tripinfo_f_S_peak_m.30,car,0.80,
f_S_peak_m.36,110.00,S2C_0,2.30,0.00,2.00,191.00,C2W_1,483.20,14.81,81.00,973.13,0.00,0,0.00,20.92,0,tripinfo_f_S_peak_m.36,motorcycle,1.18,
f_N_peak_m.39,118.00,N2C_0,4.60,0.00,1.00,194.00,C2S_0,483.20,13.46,76.00,995.40,0.00,0,0.00,6.61,0,tripinfo_f_N_peak_m.39,car,1.03,
f_S_peak_m.12,37.00,S2C_0,2.30,0.00,1.00,197.00,C2E_0,483.20,11.19,160.00,993.77,61.00,2,0.00,83.85,0,tripinfo_f_S_peak_m.12,motorcycle,0.95,
f_S_peak_m.39,117.00,S2C_0,4.60,0.00,0.00,197.00,C2N_0,483.20,13.08,80.00,995.40,0.00,0,0.00,6.32,0,tripinfo_f_S_peak_m.39,car,0.98,
f_S_peak_m.35,107.00,S2C_0,2.30,0.00,2.00,198.00,C2W_0,483.20,11.47,91.00,973.13,0.00,0,0.00,14.52,0,tripinfo_f_S_peak_m.35,motorcycle,0.93,
f_N_peak_m.8,24.00,N2C_0,2.30,0.00,0.00,199.00,C2W_1,483.20,13.54,175.00,993.77,85.00,2,0.00,108.33,0,tripinfo_f_N_peak_m.8,motorcycle,1.09,
f_N_peak_m.41,123.00,N2C_0,3.10,0.00,0.00,199.00,C2E_1,483.20,14.68,76.00,972.33,0.00,0,0.00,11.02,0,tripinfo_f_N_peak_m.41,rickshaw,1.10,
f_S_peak_m.40,120.00,S2C_0,2.30,0.00,0.00,200.00,C2W_0,483.20,13.96,80.00,973.13,0.00,0,0.00,11.61,0,tripinfo_f_S_peak_m.40,motorcycle,1.05,
f_N_peak_m.36,108.00,N2C_0,2.30,0.00,0.00,202.00,C2E_0,483.20,11.88,94.00,973.13,0.00,0,0.00,14.50,0,tripinfo_f_N_peak_m.36,motorcycle,0.89,
f_S_peak_m.37,112.00,S2C_0,2.30,0.00,1.00,203.00,C2N_0,483.20,11.13,91.00,997.70,0.00,0,0.00,10.80,0,tripinfo_f_S_peak_m.37,motorcycle,0.90,
f_S_peak_m.42,126.00,S2C_0,8.10,0.00,0.00,203.00,C2W_0,483.20,14.59,77.00,967.33,0.00,0,0.00,10.19,0,tripinfo_f_S_peak_m.42,truck,1.07,
f_N_peak_m.40,120.00,N2C_0,2.30,0.00,0.00,205.00,C2S_1,483.20,12.01,85.00,997.70,0.00,0,0.00,10.07,0,tripinfo_f_N_peak_m.40,motorcycle,0.96,
f_N_peak_m.9,27.00,N2C_0,2.30,0.00,0.00,206.00,C2W_2,483.20,14.18,179.00,993.77,88.00,4,0.00,117.19,0,tripinfo_f_N_peak_m.9,motorcycle,1.17,
f_N_peak_m.38,114.00,N2C_0,3.10,0.00,0.00,206.00,C2S_0,483.20,11.33,92.00,996.90,0.00,0,0.00,9.03,0,tripinfo_f_N_peak_m.38,rickshaw,0.87,
f_S_peak_m.15,45.00,S2C_0,4.60,0.00,0.00,207.00,C2E_1,483.20,13.18,162.00,991.47,66.00,3,0.00,88.46,0,tripinfo_f_S_peak_m.15,car,0.98,
f_N_peak_m.44,132.00,N2C_0,4.60,0.00,0.00,207.00,C2S_2,483.20,14.32,75.00,995.40,1.00,1,0.00,9.75,0,tripinfo_f_N_peak_m.44,car,1.11,
f_N_peak_m.42,128.00,N2C_0,12.10,0.00,2.00,208.00,C2S_0,483.20,13.72,80.00,987.90,0.00,0,0.00,8.35,0,tripinfo_f_N_peak_m.42,bus,1.00,
f_S_peak_m.41,123.00,S2C_0,2.30,0.00,0.00,209.00,C2N_0,483.20,12.77,86.00,997.70,0.00,0,0.00,10.87,0,tripinfo_f_S_peak_m.41,motorcycle,0.96,
f_N_peak_m.13,39.00,N2C_0,2.30,0.00,0.00,213.00,C2W_1,483.20,14.25,174.00,993.77,76.00,4,0.00,105.69,0,tripinfo_f_N_peak_m.13,motorcycle,1.06,
f_S_peak_m.32,96.00,S2C_0,2.30,0.00,0.00,214.00,C2E_1,483.20,12.90,118.00,993.77,24.00,3,0.00,50.10,0,tripinfo_f_S_peak_m.32,motorcycle,1.06,
f_N_peak_m.21,63.00,N2C_0,12.10,0.00,0.00,218.00,C2W_1,483.20,13.62,155.00,983.97,49.00,3,0.00,83.50,0,tripinfo_f_N_peak_m.21,bus,1.00,
f_E_peak_m.26,78.00,E2C_0,2.30,0.00,0.00,219.00,C2W_0,483.20,14.55,141.00,997.70,62.00,1,0.00,76.43,0,tripinfo_f_E_peak_m.26,motorcycle,1.11,
f_W_peak_m.36,108.00,W2C_0,4.60,0.00,0.00,220.00,C2N_0,483.20,14.48,112.00,970.83,33.00,1,0.00,45.45,0,tripinfo_f_W_peak_m.36,car,1.07,
f_E_peak_m.25,75.00,E2C_0,2.30,0.00,0.00,221.00,C2S_0,483.20,12.73,146.00,973.13,63.00,1,0.00,75.99,0,tripinfo_f_E_peak_m.25,motorcycle,1.01,
f_E_peak_m.30,90.00,E2C_0,2.30,0.00,0.00,221.00,C2W_2,483.20,14.71,131.00,997.70,50.00,1,0.00,66.64,0,tripinfo_f_E_peak_m.30,motorcycle,1.13,
f_E_peak_m.34,102.00,E2C_0,2.30,0.00,0.00,222.00,C2S_1,483.20,15.21,120.00,973.13,38.00,1,0.00,55.60,0,tripinfo_f_E_peak_m.34,motorcycle,1.10,
